xlinkID	xlink_1	xlink_2	xlink_3
11392	79788	63049	29818
49479	49479	49479	35114
5205	5205	5205	51325
78354	35788	20556	35348
35788	78354	17436	72616
71617	75409	65565	35980
75409	71617	19722	42437
56428	33039	4821	756
33039	56428	50229	52408
48929	63201	43505	10979
63201	48929	7650	132
5439	79482	46778	48667
79482	5439	61330	67358
71902	66009	18537	15002
66009	71902	71114	47007
73794	50757	68029	0
50757	73794	68430	69807
78875	19971	69763	6838
19971	78875	15020	3235
27492	13969	26440	48967
13969	27492	53954	54471
14213	14213	14213	39293
60228	57939	41259	16681
57939	60228	7957	14855
69508	46944	77071	43799
46944	69508	1516	1516
60345	49972	32316	29243
49972	60345	36975	10107
24531	53467	58319	48173
53467	24531	78832	1349
30548	15575	79406	28892
15575	30548	54465	48
30675	60132	3508	26548
60132	30675	68198	22699
23016	59924	36994	61573
59924	23016	46419	2813
52639	18901	79777	13099
18901	52639	45940	45940
79544	58152	46037	3173
58152	79544	58152	58152
63260	50734	63260	63260
50734	63260	49654	22364
30858	56011	32248	28095
56011	30858	24343	57677
73152	35542	49931	35542
35542	73152	55768	73152
58563	55088	29865	42778
55088	58563	22493	28830
76	1475	25055	3131
1475	76	30643	67503
67811	45150	33684	6841
45150	67811	14404	69986
35526	47213	16358	19940
47213	35526	56359	28127
77922	24293	63644	6882
24293	77922	75505	65296
76673	76673	76673	42341
41537	42242	64615	30038
42242	41537	75399	11712
14729	61371	21495	32475
61371	14729	45263	0
7299	7299	7299	15191
63768	30691	30691	71386
30691	63768	63768	11855
48084	80533	51651	10195
80533	48084	29294	78359
66215	64955	64955	679
64955	66215	76033	66215
37878	74878	63300	74878
74878	37878	37878	46280
52769	11609	37395	25178
11609	52769	79061	43910
47947	77389	7296	68742
77389	47947	20448	42236
63509	69472	23934	17860
69472	63509	39630	0
9389	22307	29279	74813
22307	9389	8645	44589
27879	27879	27879	1225
44222	45422	77761	57498
45422	44222	28963	57464
6025	6025	6025	56475
44165	22227	54466	44426
22227	44165	54700	38441
33852	56061	34252	73201
40377	76656	20620	38224
76656	40377	22877	62029
42664	31	26544	52224
31	42664	34707	45935
41065	41065	41065	63481
8887	72686	66755	75722
72686	8887	44370	67267
46937	2842	54892	79351
2842	46937	67213	62722
38328	52457	5027	52457
52457	38328	38328	37084
17003	9819	44606	18202
9819	17003	13303	20178
6363	13793	3661	34537
13793	6363	64187	66767
39512	17379	65477	69610
17379	39512	20234	2254
39401	44312	31738	31738
44312	39401	8856	13832
51453	35576	64199	78181
35576	51453	61248	65889
33375	41453	78657	55242
41453	33375	54431	29031
37403	63970	68181	42214
63970	37403	23083	67096
52716	21078	37694	567
21078	52716	20725	76451
18210	25303	48116	35287
25303	18210	79771	62573
8678	71426	59146	34181
71426	8678	76161	47374
70182	61222	57222	0
61222	70182	49380	4733
60292	60529	32190	76148
60529	60292	12329	53867
3806	53356	31288	66123
53356	3806	69033	79860
72328	7569	7569	51368
7569	72328	72328	25329
71189	9232	32664	20241
9232	71189	47357	64230
60099	75246	36058	15861
75246	60099	1635	3882
37015	24861	68058	23729
24861	37015	37287	53379
68340	41270	49132	34718
41270	68340	43270	79630
69461	31819	12123	68132
31819	69461	54664	17415
33061	76326	36417	36189
76326	33061	15560	36189
65973	12289	75686	17218
12289	65973	71512	34626
80214	69252	48196	42219
69252	80214	78145	57263
2654	76103	57399	23367
76103	2654	72084	56042
79929	1511	47991	69233
1511	79929	46838	66033
37327	16506	31936	21592
16506	37327	33777	66639
55840	39626	12171	73561
39626	55840	60581	2663
32076	75696	75328	34610
75696	32076	14243	47715
5660	43163	67459	68858
43163	5660	42065	74769
38182	63339	14002	41223
63339	38182	23737	73277
72159	51458	19706	43997
51458	72159	34030	0
64449	57172	12816	8593
57172	64449	17850	58292
66818	66818	66818	78746
46815	30401	1260	45047
30401	46815	53223	0
45513	25737	30724	25737
25737	45513	60847	45513
72043	72043	72043	50277
51326	61090	61475	51629
61090	51326	61971	61971
71531	11401	13300	11783
11401	71531	71812	14584
51951	14470	30930	31978
14470	51951	79800	60820
58941	58941	58941	2952
25318	25318	25318	4643
27102	34757	7208	57215
34757	27102	68371	49093
13737	54414	60353	30158
54414	13737	65857	1618
51680	68596	34165	68596
68596	51680	64543	51680
17922	39163	31918	44929
39163	17922	15731	45356
7589	42024	66627	44923
42024	7589	12454	29581
3727	27926	21761	58655
27926	3727	38591	67897
40138	32667	40138	40138
32667	40138	18971	79358
51894	27113	9388	35079
27113	51894	37585	23597
55838	22818	48230	15811
22818	55838	53292	7306
44792	35745	27095	46746
35745	44792	19055	7371
41382	12808	12808	46599
12808	41382	41382	10257
24210	71316	8917	8917
71316	24210	17684	73521
33625	18370	67453	13374
18370	33625	38345	10589
55381	43211	29923	37157
43211	55381	77181	33969
45350	75797	38020	5721
75797	45350	10828	70496
69704	65109	4220	78984
65109	69704	4743	13882
9589	73038	64757	67935
73038	9589	72240	10434
58624	13117	7905	27737
13117	58624	31568	38815
65180	48871	5115	5115
48871	65180	61932	78111
50626	76517	59150	7841
76517	50626	17565	66889
6073	8140	66040	66040
8140	6073	9597	8918
10633	1532	67695	80441
1532	10633	64638	72689
22665	33752	12733	3933
33752	22665	24312	49310
19405	54339	63727	14927
54339	19405	1014	69955
37087	8724	51267	58757
8724	37087	58757	18147
59195	52343	49945	34750
52343	59195	22641	37321
16710	62845	18293	16575
62845	16710	4204	33496
35911	20391	14578	56433
20391	35911	1495	39885
15989	17310	74977	56004
17310	15989	6088	52645
69267	29314	15588	24401
29314	69267	32177	57261
3632	31207	32586	64481
31207	3632	47099	36380
16740	55156	26712	46912
55156	16740	26712	55913
32665	29108	73543	42523
29108	32665	40970	46660
66420	9121	51740	35669
9121	66420	35669	20984
72166	72166	72166	45076
53907	61071	41139	33010
61071	53907	27289	62422
40824	47226	38330	49196
47226	40824	69065	67872
35569	76670	12178	27506
76670	35569	69492	56808
6650	80397	36122	19624
80397	6650	10539	23959
21477	80623	43072	31164
80623	21477	80106	20909
51306	11308	41516	41405
11308	51306	70223	77719
9696	56756	43320	73872
56756	9696	76882	31178
66519	66229	26368	41794
66229	66519	17577	10976
53132	51858	79979	62651
51858	53132	51858	51858
73805	60270	65819	26125
60270	73805	49481	61057
30325	76354	65882	76354
76354	30325	6323	30325
30689	10953	14122	40153
10953	30689	11892	11892
19033	23214	25377	40839
23214	19033	5905	49100
24354	44255	4438	76709
44255	24354	49784	44970
47256	65138	50406	29811
65138	47256	41911	37166
41631	38180	46431	38367
38180	41631	9354	65135
58689	9502	18502	36661
9502	58689	78702	75889
53756	53756	53756	61526
13674	13346	46829	74319
13346	13674	10713	70056
5585	27856	30487	24537
27856	5585	18136	11362
32196	28939	41042	52171
28939	32196	25683	9810
36323	79107	44553	35091
79107	36323	44962	75295
28417	47885	36119	13870
47885	28417	16052	74807
62050	62050	62050	22960
22420	41663	41445	71827
41663	22420	67529	24977
37781	17989	9916	40833
17989	37781	24756	28204
57525	34092	20849	72666
34092	57525	37019	45502
57892	28567	570	33902
28567	57892	15645	12539
62947	41528	20337	76391
41528	62947	65931	64068
31272	50222	7251	16375
50222	31272	39842	18337
63760	69034	18944	68579
69034	63760	54426	38098
2739	34312	7273	75818
34312	2739	10589	72540
50530	13074	33402	78294
13074	50530	44968	21827
19973	43936	62274	8379
43936	19973	63491	5987
60421	51230	1618	34163
51230	60421	30030	6234
28184	62690	28184	28184
62690	28184	62535	20673
64880	7252	51359	13407
7252	64880	7692	867
74563	18193	14386	73680
18193	74563	27646	38783
40154	37771	44783	0
37771	40154	65253	10005
44095	69284	47283	12311
69284	44095	13358	37949
79739	41588	10276	64642
41588	79739	68760	58564
11085	5719	73375	34309
5719	11085	14972	41360
73362	37917	71394	2190
37917	73362	46260	40538
64082	58162	25056	72971
58162	64082	72955	13121
10740	2081	10740	10740
2081	10740	73067	74749
51428	33062	80502	75709
33062	51428	75709	7600
33073	52450	54643	71903
52450	33073	71903	68689
11209	79616	71786	24054
79616	11209	11837	70597
43931	75677	43931	43931
75677	43931	4223	50263
39379	29528	58634	11397
29528	39379	70080	0
27751	30379	10541	14044
30379	27751	25689	20903
14721	33326	2003	12384
33326	14721	70457	33101
27900	51273	75721	2531
51273	27900	51273	51273
60962	53190	72568	18958
53190	60962	28035	69355
55940	77044	50514	65338
77044	55940	19676	9736
8754	75905	7388	21147
75905	8754	3463	11151
30141	24388	49999	46182
24388	30141	79218	56166
26169	39636	51687	6951
39636	26169	21604	34876
68728	40659	2217	40659
40659	68728	68728	66106
60886	4535	46696	65326
4535	60886	38115	22932
32557	71381	61027	61571
71381	32557	6228	54987
6106	61900	10453	78308
61900	6106	24051	40062
22890	53285	15159	22986
53285	22890	39973	22986
15787	15787	15787	78799
52020	8692	20349	66374
8692	52020	34363	30573
61885	40229	63328	40229
40229	61885	78864	61885
19609	7379	26088	43523
7379	19609	8449	76177
5768	66626	38650	44640
66626	5768	2042	48402
56233	45319	7093	59177
45319	56233	45319	45319
32767	27482	75073	22268
27482	32767	73844	29126
23478	66078	52438	42303
66078	23478	76464	64937
32034	51053	69559	31434
51053	32034	71866	10957
44172	53746	61069	70314
53746	44172	45878	44861
51803	30784	38413	53772
30784	51803	30784	30784
11364	11496	40601	12951
11496	11364	2449	10774
73629	16256	5395	2825
16256	73629	48009	33869
49692	24346	45104	62532
24346	49692	61706	36459
4873	47545	33245	10961
47545	4873	22120	10961
7695	25005	73687	45746
25005	7695	12956	37769
1673	30899	34435	40090
30899	1673	74470	73756
26745	75392	31152	76522
75392	26745	53	61526
70433	13600	72805	74917
13600	70433	71824	29454
69478	69478	69478	73394
38837	73401	8530	13399
73401	38837	44698	44940
3531	41573	71474	11008
41573	3531	68455	72262
48210	38039	78501	53599
38039	48210	51518	10280
4317	48065	3307	48344
48065	4317	57555	17007
47161	47081	2313	0
47081	47161	35564	55123
62854	66309	38295	15936
66309	62854	66309	66309
49522	34658	14080	46046
34658	49522	30213	54225
58284	68547	56552	67970
68547	58284	44744	4242
28842	54976	8964	31346
54976	28842	31962	62316
55401	54553	3273	79967
54553	55401	43755	31245
47962	55014	12466	59098
55014	47962	55014	55014
63126	76282	63126	63126
76282	63126	2200	37920
68922	30573	44016	58399
30573	68922	8692	42628
71307	13774	30086	20834
13774	71307	24442	10248
75211	32481	75211	75211
32481	75211	38836	32490
13192	3711	79212	47019
3711	13192	63244	4362
13700	49144	521	31617
49144	13700	52356	23406
33606	76868	33597	44639
76868	33606	45038	47975
32402	52129	70219	7210
52129	32402	79299	21093
32575	77205	24408	17606
77205	32575	27000	17256
64575	32861	62828	52714
32861	64575	21160	13635
42829	70600	36165	57991
70600	42829	58331	63223
61792	2508	22858	25748
2508	61792	2508	2508
21988	64749	65196	52606
64749	21988	72342	57623
11343	11343	11343	35908
40639	37725	5823	61439
37725	40639	27308	0
56038	49335	66268	49335
49335	56038	59216	56038
4504	43600	64626	7307
43600	4504	42327	57315
75071	16596	2779	3718
16596	75071	71030	1205
58625	44590	53892	56921
44590	58625	77119	9452
72277	55894	3788	53683
55894	72277	42074	52910
63924	10834	3370	75679
10834	63924	70634	9262
41458	46078	58890	13702
46078	41458	17917	62094
67130	70319	54938	8144
70319	67130	56711	71473
70272	72980	23350	5213
72980	70272	33822	33822
7406	24632	62747	48958
24632	7406	40779	60654
56178	72416	71252	70762
72416	56178	78668	46563
4539	9302	75454	61209
9302	4539	20197	23829
67009	66842	12815	37119
66842	67009	78627	64207
3618	1193	68974	797
1193	3618	22013	1127
12620	36351	56974	80483
36351	12620	39349	49231
31102	31102	31102	15768
66692	48685	71473	79700
48685	66692	41115	60579
23321	61134	48282	28354
61134	23321	17889	76095
56778	56778	56778	29635
58061	76024	58061	58061
76024	58061	41481	57970
19970	11611	8564	70162
11611	19970	67390	57768
69825	6433	47547	59397
6433	69825	20378	65113
6105	59431	74940	49755
59431	6105	71383	6399
23679	34290	73400	9074
34290	23679	21948	29227
78910	21265	3007	76065
21265	78910	55235	12691
73426	60815	42611	56553
60815	73426	45255	78222
3174	53831	55210	71266
53831	3174	52779	68916
24529	20022	64698	40598
20022	24529	40251	47488
24405	29558	27307	635
29558	24405	76599	29943
8443	79997	39568	4880
79997	8443	45156	42430
75321	59833	64507	2966
59833	75321	47584	19238
77769	30751	35460	70969
30751	77769	5995	28828
12302	67936	26133	45169
67936	12302	58000	72194
60429	45549	6716	79427
45549	60429	70291	77026
26395	47748	38976	38976
47748	26395	47748	47748
33719	51787	29779	23981
51787	33719	8912	79091
51769	19697	7297	26680
19697	51769	72578	62766
69104	69104	69104	6786
66035	64219	111	0
64219	66035	4529	8191
32542	56736	48444	17279
56736	32542	56736	56736
67523	2936	27024	60243
2936	67523	21533	16930
41829	73799	24149	48557
73799	41829	25996	48221
50998	8305	80296	1263
8305	50998	11076	0
26722	77776	38534	8389
77776	26722	23404	73528
67056	24185	52015	50965
24185	67056	35499	9703
40485	5794	59006	59006
5794	40485	40672	77462
62975	38321	31815	75018
38321	62975	47729	13178
45067	18979	5828	47064
18979	45067	7212	35834
38277	61485	37330	76093
61485	38277	41033	5799
9324	58630	55390	53792
58630	9324	16375	58311
19127	10085	29514	65510
10085	19127	51999	9293
43555	9353	13039	46243
9353	43555	66652	33094
53914	24207	34644	53811
24207	53914	12119	56854
56818	14047	15151	34314
14047	56818	7651	61445
62034	17214	80313	56502
17214	62034	31277	65706
28320	74158	14983	68076
74158	28320	25081	67020
60195	16167	15084	57423
16167	60195	38703	57423
47878	47740	68743	18071
47740	47878	45780	9981
67914	19056	16770	8040
19056	67914	5028	77303
45096	14316	73444	48865
14316	45096	9344	68145
61874	59238	50900	19312
59238	61874	16093	31181
15159	38345	22890	73243
38345	15159	18370	53516
16764	40417	40868	79120
40417	16764	71132	12257
45231	54768	20998	14869
54768	45231	2676	0
3818	26309	45270	44586
26309	3818	8148	33458
22216	22216	22216	70217
46024	71248	71248	69532
71248	46024	46024	11717
31916	60870	49923	60870
60870	31916	31916	77342
49331	71699	6181	65855
71699	49331	31707	68901
37785	31586	2401	8415
31586	37785	39625	3227
53192	23020	59731	45126
23020	53192	20222	66706
80172	80172	80172	75654
18951	48381	55013	6926
48381	18951	9032	27493
19027	1730	38913	44101
1730	19027	12067	24936
57779	8621	7039	46413
8621	57779	66300	55066
71767	71767	71767	68820
37759	15866	21374	0
15866	37759	68405	8413
26835	53678	48438	33327
53678	26835	64328	28309
2825	65694	73629	74845
65694	2825	41271	68233
33257	54157	49457	6634
54157	33257	51484	13047
52423	7995	43317	25226
7995	52423	57891	53331
7981	29702	6230	78859
29702	7981	38789	27266
69394	49700	79564	7382
49700	69394	58390	41738
11390	55478	45203	35174
55478	11390	69345	58976
33329	34314	30505	22199
34314	33329	18896	56818
44176	2225	59373	39453
2225	44176	75040	57951
54131	12050	19493	39170
12050	54131	19497	35345
18838	32187	32489	32489
32187	18838	6157	15115
41806	2898	60417	58167
2898	41806	16943	13807
13008	48070	15910	50286
48070	13008	11712	57665
54021	17613	44113	28328
17613	54021	33851	49369
14032	56367	16517	4956
56367	14032	3331	34038
44191	44191	44191	27516
26961	68584	9903	64758
68584	26961	46048	40400
12778	36619	76637	36328
36619	12778	45670	25703
79050	23589	16383	77256
23589	79050	31415	80237
63529	3476	49540	57339
3476	63529	62437	62437
70863	56270	70863	70863
56270	70863	36765	3311
36576	65314	33349	9319
65314	36576	9147	29245
21973	65137	74993	34856
65137	21973	50945	29228
44514	74777	27002	74571
74777	44514	40519	31082
37580	37237	68622	49466
37237	37580	27096	24101
4048	33121	63964	69612
33121	4048	51250	22770
19586	8502	3994	18387
8502	19586	1149	18638
4816	51259	34392	71588
51259	4816	71158	71588
1701	53433	10486	75734
53433	1701	69568	62252
78503	22603	34795	14576
22603	78503	823	57115
74363	80414	1138	77290
80414	74363	9853	9948
16651	32363	4100	16002
32363	16651	35046	38297
28811	45541	24298	4152
45541	28811	72508	5344
56456	55259	56456	56456
55259	56456	11978	58251
13888	67027	25090	19639
67027	13888	77868	2932
21872	72767	68489	0
72767	21872	28633	21210
13298	52562	62588	27437
52562	13298	79498	34532
18417	50745	72299	47658
50745	18417	29091	37305
506	52014	55273	71346
52014	506	18989	22339
71760	55121	47476	9604
55121	71760	45473	65463
57246	79065	55267	39995
79065	57246	34560	53482
47069	56316	69295	48389
56316	47069	52103	1549
79825	39718	55587	21314
39718	79825	63431	70207
71428	9337	44726	62015
9337	71428	64110	62977
2550	10343	51594	10343
10343	2550	71190	2550
20032	72899	27904	53974
72899	20032	40416	64836
41526	73950	60688	2848
73950	41526	73950	73950
61758	29333	65886	31123
29333	61758	73385	44308
75057	56075	49751	15402
56075	75057	50241	72982
77068	71917	60325	69710
71917	77068	12220	2613
40498	9256	40498	40498
9256	40498	19932	41543
78932	48875	45463	6315
48875	78932	63987	36705
51204	78092	28551	44425
78092	51204	41127	61384
34194	46605	60110	20432
46605	34194	11047	24698
37830	33531	46468	36164
33531	37830	32856	29353
5637	23436	74604	69711
23436	5637	61104	17068
65163	47713	52019	44920
47713	65163	67274	3407
73315	18537	27134	4380
18537	73315	71902	55005
65294	65294	65294	23282
28112	58366	54326	53245
58366	28112	57572	79010
25047	29794	11327	74898
29794	25047	31302	29771
59502	76817	20888	55862
76817	59502	15594	72244
27907	27907	27907	54773
22834	31665	16693	41169
31665	22834	44581	10723
53243	41912	23189	680
41912	53243	23927	13909
17941	880	35271	28196
880	17941	4731	19526
36848	50894	21168	25805
50894	36848	27708	14317
9914	6514	66372	72257
6514	9914	24114	73397
72648	14092	25733	44617
14092	72648	20061	25225
25845	1737	3616	19828
1737	25845	25787	23366
41415	12570	3432	12570
12570	41415	41415	33154
65651	41763	41464	13500
41763	65651	4147	7885
37882	33630	58592	67483
33630	37882	6968	72769
38177	24614	24614	51093
24614	38177	38177	18355
57603	37050	7751	69706
37050	57603	42399	68329
73559	58791	58791	51552
58791	73559	73559	45512
35386	31683	4075	19463
31683	35386	46343	73080
28684	60789	64941	64941
60789	28684	32578	19640
73718	61548	13742	7335
61548	73718	53975	52137
40586	9595	65004	0
9595	40586	19995	19307
37338	25956	66963	41418
25956	37338	52647	2715
12766	12107	53239	25607
12107	12766	62187	40833
65792	8135	52581	29490
8135	65792	15382	67501
58976	8004	32867	55478
8004	58976	53131	18746
47673	70188	14953	2904
70188	47673	28065	3346
47153	19407	25796	67383
19407	47153	26968	18667
14061	30130	52016	69025
30130	14061	51027	39538
40842	40842	40842	53880
38624	33101	71813	47408
33101	38624	33326	32953
9317	24621	52626	70639
24621	9317	23432	78834
40239	46784	34251	0
46784	40239	57100	68796
46274	37913	3379	79082
37913	46274	66173	68978
33125	70387	11440	4354
70387	33125	43493	69983
78981	56769	36889	26903
56769	78981	37092	75511
28103	17425	63070	24144
17425	28103	37916	59882
25092	27175	50209	34280
27175	25092	61125	4444
25978	62312	18229	61964
62312	25978	56642	39383
71225	16424	29927	77613
16424	71225	11582	23399
12261	32090	20262	57034
32090	12261	56241	55272
50455	62224	43118	39003
62224	50455	26119	70155
13253	70965	21786	46239
70965	13253	51289	40904
24394	19703	14236	1335
19703	24394	55977	15286
78350	78350	78350	14707
73005	73831	57026	0
73831	73005	74072	49287
7617	38728	7617	7617
38728	7617	28594	14215
70851	42884	75988	14308
42884	70851	54323	12127
27574	8546	6586	3422
8546	27574	52116	47666
3989	61115	35787	4888
61115	3989	40409	54457
79999	79204	67901	37710
79204	79999	14611	1232
54221	11521	2204	48246
11521	54221	48246	13209
74247	75226	25231	74789
75226	74247	38779	26003
68989	71228	70037	49675
71228	68989	11150	65474
43072	67847	21477	55123
67847	43072	68048	11994
9698	57387	41076	42865
57387	9698	55283	34301
13054	76823	32811	32811
76823	13054	73182	68500
37097	46183	60819	68647
46183	37097	76122	10506
46168	59023	56209	80570
59023	46168	42300	47769
39165	42930	26024	55048
42930	39165	24304	28540
67878	58751	76535	57440
58751	67878	75668	0
66892	31220	13697	36742
31220	66892	77440	42326
77327	26378	77751	66620
26378	77327	66620	19438
70234	70234	70234	20614
42848	78557	40826	45606
78557	42848	38909	32263
52371	8227	30019	56983
8227	52371	23402	36654
50554	36646	9830	67390
36646	50554	54292	9892
64629	24371	45839	60328
24371	64629	74880	17241
41412	12616	50408	68934
12616	41412	26139	20160
54631	56525	51814	38026
56525	54631	8669	39155
79861	3271	2996	61070
3271	79861	26062	61070
11977	69724	74450	24236
69724	11977	24095	6419
1677	8782	72324	71082
8782	1677	54026	5557
46819	61622	61622	50088
61622	46819	46819	62174
24287	37006	51078	64483
37006	24287	16099	13179
8408	80190	69520	55889
80190	8408	48487	17223
27708	50894	50878	64733
21615	3427	15971	50035
3427	21615	20974	21488
75727	26495	16685	61398
26495	75727	54312	13124
62547	27871	4796	8552
27871	62547	27930	56809
75149	68635	77911	80115
68635	75149	30577	44137
67925	10130	15948	39929
10130	67925	36253	65367
40587	16811	60556	22236
16811	40587	20358	50763
42484	36453	52874	53573
36453	42484	33801	13939
78872	80491	39641	18297
80491	78872	38257	8557
36618	80254	69885	34841
80254	36618	32821	8876
6735	71100	71400	77581
71100	6735	428	75062
56636	18943	3721	18430
18943	56636	27218	21242
26173	7357	23822	52793
7357	26173	76362	28608
36352	25718	18348	27847
25718	36352	17328	62715
66622	49661	11294	4690
49661	66622	65225	72833
70288	37937	38826	2309
37937	70288	70756	17381
66711	51402	45305	39505
51402	66711	56084	35267
67690	62950	80085	22030
62950	67690	57157	57990
80643	47336	24064	71222
47336	80643	4611	0
6360	65099	6360	6360
65099	6360	66370	51893
51140	784	50469	38350
784	51140	52585	15969
56002	62089	12461	47653
62089	56002	19340	12638
28829	52616	59969	29697
52616	28829	54756	6724
14394	33405	66510	55503
