xlinkA	xlinkB	n_strands
32288	32288	1
32289	45978	1
32289	58395	1
32290	32290	1
32291	44544	1
32291	76743	1
32292	50926	1
32292	74599	1
32293	44888	1
32293	50094	1
32294	79919	1
32295	38074	1
32295	39722	1
32296	32296	1
32297	35580	1
32297	69419	1
32298	39126	1
32298	44026	1
32299	32299	1
32299	36409	1
32300	40073	1
32301	40943	1
32301	52569	1
32302	67780	1
32302	77521	1
32303	66690	1
32303	71784	1
32304	39989	1
32304	44914	1
32305	39601	1
32305	73222	1
32305	79102	1
32306	32984	1
32306	71469	1
32307	67577	1
32307	75863	1
32307	79740	1
32308	37705	2
32308	53222	1
32309	35290	1
32309	50457	1
32310	32310	1
32310	55788	1
32311	58238	1
32311	72500	1
32312	50119	1
32312	60574	1
32312	70482	1
32313	32313	1
32314	64206	1
32314	78128	1
32315	45632	1
32315	53439	1
32315	79631	1
32316	32316	1
32316	60345	1
32317	67633	1
32317	73039	1
32318	45429	1
32318	47320	1
32319	41153	1
32320	32320	1
32320	53118	1
32321	37025	1
32321	40131	2
32322	70391	1
32323	41766	1
32323	61465	1
32324	51476	1
32324	63487	1
32325	40035	1
32325	44822	1
32326	32326	1
32326	56190	1
32327	46166	1
32327	46444	1
32327	59895	1
32328	55589	1
32328	58006	1
32329	66368	1
32329	69621	1
32330	50116	1
32331	36096	1
32331	48283	1
32331	63913	1
32332	63227	1
32332	79620	1
32333	63369	1
32333	78998	1
32333	79157	1
32334	60770	1
32335	67695	1
32336	72018	1
32337	45383	1
32337	53083	1
32337	77918	1
32338	77475	1
32339	45820	1
32339	51173	1
32339	60155	1
32341	53033	1
32342	37559	1
32342	46379	1
32343	51574	1
32343	64829	1
32343	66034	1
32344	51756	1
32344	60878	1
32344	67320	1
32345	32345	1
32345	59000	1
32346	61715	1
32346	76658	1
32347	44204	1
32347	53856	1
32348	52996	1
32348	77580	1
32349	72225	1
32349	79033	1
32349	80456	1
32350	44453	1
32350	55396	1
32352	38160	1
32353	32353	1
32354	62392	1
32354	78519	1
32355	66092	1
32355	77427	1
32356	37586	1
32356	50507	1
32357	40882	1
32357	71214	1
32358	56964	1
32358	57799	1
32359	33613	1
32359	40549	1
32360	41979	1
32360	44655	1
32361	53538	1
32361	62194	1
32362	38664	1
32362	62978	1
32363	35046	1
32363	38297	1
32364	60026	1
32365	48848	1
32365	80398	1
32366	41403	1
32367	32680	1
32367	70102	1
32368	52181	1
32368	76334	1
32369	36596	1
32369	37137	1
32369	70609	1
32371	55369	1
32371	79715	1
32372	50906	1
32373	54670	1
32373	68400	1
32374	40704	1
32374	50370	1
32374	59948	1
32375	39547	1
32375	53857	2
32376	34469	1
32376	43472	1
32377	70446	1
32377	80444	1
32378	40423	1
32378	67905	1
32378	77837	1
32379	47613	1
32380	37562	1
32380	38573	1
32380	77517	1
32381	36960	1
32381	45176	1
32381	53787	1
32383	57210	1
32384	52032	1
32384	55206	1
32384	70223	1
32385	49046	1
32386	55479	1
32387	49345	1
32388	32388	1
32388	57304	1
32389	47602	1
32390	58619	1
32390	59455	1
32391	60040	1
32392	71474	1
32392	76474	1
32393	38472	1
32393	38557	2
32394	76959	2
32395	40887	1
32395	42382	1
32395	68237	1
32396	41630	1
32396	55089	1
32396	79317	1
32397	49044	1
32397	73198	1
32397	76789	1
32398	48178	1
32399	39390	1
32399	80000	1
32401	40029	1
32401	63649	1
32401	66719	1
32402	52129	1
32402	70219	1
32403	55955	1
32404	41585	1
32405	45559	1
32405	53744	1
32406	50281	1
32406	69353	1
32407	33142	1
32407	67360	1
32408	75015	1
32409	52840	1
32409	72264	1
32410	34003	1
32411	55993	1
32412	74243	1
32412	79536	1
32413	39368	1
32414	43251	1
32414	48983	1
32414	62732	1
32415	49293	1
32415	73338	1
32416	74138	1
32417	41858	1
32417	69687	1
32418	68669	1
32418	71168	1
32419	43346	1
32419	58706	1
32420	43581	1
32420	47574	1
32420	79374	1
32421	44327	1
32422	32485	1
32422	67369	1
32422	74077	1
32423	32423	1
32424	32424	1
32424	56313	1
32425	55128	1
32426	60005	1
32427	68209	1
32427	72573	1
32428	66729	1
32429	33996	1
32429	47781	1
32430	32430	1
32430	33783	1
32431	53189	1
32432	49403	1
32433	45392	1
32434	69064	1
32435	41508	1
32436	32436	1
32436	58762	1
32437	32437	1
32437	42449	1
32438	51113	1
32438	53236	1
32439	37581	1
32440	50083	1
32440	53255	1
32440	60394	1
32441	33886	1
32441	75946	1
32442	43414	1
32442	72203	1
32442	78461	1
32443	46743	1
32443	51290	1
32443	59067	1
32444	74455	1
32444	76850	1
32445	51585	1
32445	64468	1
32445	79462	1
32446	58931	1
32446	73782	2
32447	51677	1
32447	53367	1
32447	66859	1
32448	67609	1
32448	72014	1
32448	75555	1
32449	47320	1
32450	46407	1
32450	71594	1
32451	33428	1
32451	78498	1
32452	32452	1
32452	75865	1
32453	63183	1
32454	33367	1
32456	45905	1
32456	47576	1
32457	33320	1
32457	58990	1
32457	63785	1
32458	38643	1
32458	54184	1
32459	42797	1
32459	54638	1
32459	76863	1
32460	62681	1
32460	67465	1
32461	45788	1
32461	63886	1
32461	79904	1
32463	34967	1
32463	42996	1
32463	47662	1
32464	57057	1
32464	66746	1
32464	70910	1
32465	54894	1
32465	67992	1
32465	69831	1
32466	44612	1
32466	66580	1
32467	32467	1
32467	35756	1
32468	45144	1
32468	49262	1
32469	55916	1
32470	73808	1
32471	60929	1
32472	47330	1
32472	77699	1
32473	57973	1
32473	68703	1
32474	50609	1
32474	69892	1
32475	71928	1
32475	77319	1
32476	36048	1
32477	75637	1
32478	36995	1
32478	41889	1
32479	64314	1
32480	37239	1
32480	50947	1
32480	68293	1
32481	32490	1
32481	38836	1
32481	75211	1
32482	76878	1
32483	32483	1
32484	38491	1
32484	47830	1
32486	53338	1
32486	62954	1
32486	71865	1
32487	59522	1
32487	63991	1
32488	62441	1
32488	70034	1
32489	56034	1
32490	64327	1
32491	73432	1
32492	72398	1
32492	78631	1
32493	76337	1
32494	79991	1
32495	39257	1
32495	43739	1
32496	32496	1
32496	48708	1
32498	32498	1
32499	35288	1
32499	67804	1
32500	35509	1
32500	37381	1
32500	46908	1
32501	75228	1
32501	79542	1
32502	47229	1
32502	72098	1
32503	35640	1
32503	61987	1
32503	75305	1
32504	32504	1
32504	48649	1
32505	40130	1
32505	71634	1
32506	44167	1
32506	59935	1
32507	57810	1
32507	79408	1
32508	33090	1
32508	49424	1
32508	50602	1
32509	59406	1
32509	67042	1
32510	73813	1
32511	51064	1
32511	68032	1
32512	52863	1
32512	67752	1
32513	53171	1
32513	62157	1
32514	37188	1
32514	69157	1
32515	65164	1
32515	69219	1
32516	56060	1
32516	57242	1
32517	50615	1
32517	74236	1
32518	36774	1
32518	40008	1
32518	41469	1
32519	41154	1
32519	78968	1
32520	56933	1
32522	37626	1
32522	39444	1
32523	37955	1
32523	45932	1
32524	61876	1
32524	63615	1
32525	37927	1
32525	57268	1
32526	44093	1
32526	71068	1
32527	46049	1
32527	51329	1
32529	42958	2
32529	53238	1
32530	40691	1
32530	50908	1
32531	35296	1
32531	61733	1
32532	67525	1
32533	32533	1
32533	40351	1
32534	44482	1
32534	47683	1
32534	69202	1
32535	32535	1
32536	41145	2
32536	58271	1
32537	49656	1
32537	62357	1
32538	62710	1
32538	79011	1
32539	45948	1
32539	50501	1
32540	48624	1
32541	46564	1
32541	49575	1
32541	77589	1
32542	48444	1
32542	56736	1
32543	53086	1
32543	78401	1
32544	37991	1
32544	48672	1
32545	36582	1
32545	63195	1
32546	53063	1
32546	62572	1
32547	42170	1
32547	66105	1
32548	37059	1
32548	61588	1
32549	63093	1
32549	72361	1
32549	79624	1
32550	50071	1
32550	64576	1
32550	77381	1
32551	49399	1
32551	64548	1
32553	36733	1
32554	55568	1
32554	70883	1
32555	52518	1
32555	57000	1
32556	33288	1
32556	58134	1
32557	61027	1
32557	61571	1
32557	71381	1
32558	38838	1
32558	44797	1
32559	41910	1
32560	38859	1
32561	63173	1
32562	53075	1
32562	74383	1
32563	54025	1
32563	61328	1
32563	77349	1
32564	38890	1
32565	47675	1
32565	69081	1
32566	44931	1
32567	32567	1
32567	34320	1
32568	74689	1
32568	76119	1
32568	76708	1
32569	70198	1
32571	64381	1
32571	66031	1
32571	68517	1
32572	50354	1
32573	35198	1
32573	58276	1
32573	61033	1
32574	36926	1
32574	48909	1
32574	70075	1
32575	77205	1
32576	42472	1
32577	60207	1
32577	67183	1
32577	73279	1
32578	60789	1
32578	76521	1
32580	35278	1
32580	51318	1
32580	70259	1
32581	45894	1
32581	47704	1
32581	66287	1
32582	40303	1
32582	74287	1
32583	56351	1
32583	58878	1
32584	39746	1
32584	76173	1
32586	39784	1
32586	55291	1
32587	39496	1
32589	34249	1
32589	72200	1
32589	77723	1
32590	32590	1
32590	65315	1
32591	39140	1
32591	60966	1
32592	70426	1
32592	77243	1
32593	69522	1
32593	74852	2
32594	53547	1
32595	40329	1
32596	60543	1
32596	65436	1
32597	52176	1
32598	32598	1
32599	59628	1
32599	76006	1
32600	45660	1
32601	53899	1
32601	76152	1
32602	62132	1
32603	34905	1
32603	71570	1
32604	42821	1
32604	60338	1
32604	70375	1
32605	42312	1
32605	58934	1
32606	32606	1
32606	67285	1
32608	58867	1
32609	53137	1
32610	39103	1
32610	54704	1
32610	57439	1
32611	43661	1
32611	77619	1
32612	35251	1
32612	42043	1
32613	53685	1
32613	66223	1
32614	35153	1
32614	79239	1
32615	68027	1
32616	56293	1
32616	59126	1
32616	61691	1
32618	50108	1
32618	60497	1
32619	42199	1
32620	39209	1
32620	75811	1
32621	40676	1
32621	74549	1
32621	76114	1
32622	60743	1
32624	66826	1
32625	51637	1
32625	79438	1
32626	32626	1
32626	71775	1
32627	74892	1
32628	36123	1
32628	74543	1
32629	36231	1
32630	43396	1
32630	63652	1
32631	39055	1
32632	66170	1
32632	78386	1
32633	36219	1
32634	49238	1
32634	54798	1
32634	75473	1
32635	53414	1
32636	38846	1
32636	66412	1
32636	77371	1
32637	35124	1
32638	32638	1
32638	63772	1
32639	65319	1
32639	69818	1
32640	59863	1
32640	61477	1
32640	64830	1
32642	40384	1
32642	46232	1
32643	45286	1
32643	56019	1
32643	75647	1
32644	68057	1
32644	72704	1
32644	76728	1
32645	58724	1
32645	59362	1
32646	32646	1
32646	51665	1
32647	34556	1
32648	36316	1
32649	32649	1
32649	73131	1
32650	41653	1
32650	49478	1
32650	55785	1
32651	73561	1
32652	50827	1
32653	44910	1
32653	70516	1
32654	66947	1
32655	38421	1
32655	55949	1
32656	60257	1
32657	39191	1
32657	70356	1
32658	61637	1
32659	54265	1
32659	70646	1
32660	57716	1
32660	67198	1
32661	41304	1
32661	74827	1
32662	32662	1
32662	63686	1
32663	32663	1
32663	43785	1
32664	39258	1
32664	64280	1
32664	71189	1
32665	42523	1
32665	73543	1
32666	32666	1
32667	40138	1
32667	79358	1
32668	65741	1
32669	46264	1
32670	36831	1
32671	32671	1
32672	49069	1
32672	72333	1
32673	33134	1
32673	41863	1
32674	38315	1
32674	54706	1
32675	40264	1
32675	69386	1
32676	53451	1
32676	70385	1
32677	60111	1
32678	52421	1
32678	62475	1
32679	36121	1
32679	41352	1
32679	76597	1
32680	56169	1
32681	58776	1
32682	41166	1
32682	80203	1
32684	39706	1
32684	47795	1
32685	32685	1
32686	32686	1
32686	79883	1
32687	33258	1
32687	35360	1
32687	36756	1
32688	50996	1
32688	61639	1
32688	76700	1
32689	35199	1
32691	38448	1
32691	56719	1
32692	34583	1
32692	42310	1
32692	64487	1
32693	39412	1
32694	38078	1
32694	48824	1
32694	54448	1
32695	66510	1
32696	32696	1
32696	52543	1
32697	34540	1
32697	60900	1
32697	71673	1
32698	33405	1
32698	67663	1
32699	44707	1
32699	48499	1
32700	72004	1
32700	74993	1
32701	52111	1
32702	33729	1
32702	40205	1
32702	75422	1
32703	56215	1
32703	67129	1
32703	69046	1
32705	59745	1
32706	37000	1
32706	61231	1
32707	45152	1
32707	64328	1
32708	46410	1
32709	60895	1
32709	62291	1
32710	73167	1
32710	78608	1
32711	35003	2
32711	67197	1
32712	54519	1
32713	58768	1
32714	67434	2
32715	75455	1
32716	51337	1
32717	34505	1
32717	60544	1
32718	51152	1
32718	59965	1
32718	69851	1
32719	45862	1
32719	49733	1
32720	65088	1
32720	75574	1
32721	42016	1
32721	50666	1
32723	44811	1
32723	74450	1
32725	37742	1
32725	64954	1
32725	71658	1
32726	34733	1
32726	42421	1
32726	73125	1
32727	53307	1
32727	71387	1
32727	79822	1
32728	39530	2
32729	34981	1
32729	36050	1
32729	66858	1
32730	35801	2
32730	77363	1
32731	46172	1
32732	66346	1
32732	79864	1
32733	60605	1
32734	54660	1
32734	56739	1
32734	62127	1
32735	52840	1
32735	65259	1
32735	78513	1
32736	64406	1
32736	78303	1
32737	47982	1
32737	49121	1
32737	70751	1
32739	43779	1
32739	49674	1
32741	42893	1
32741	45905	1
32741	58042	1
32742	59694	1
32742	68777	1
32743	33661	1
32743	67765	1
32743	79258	1
32744	63782	1
32744	79444	1
32745	62125	1
32746	46317	1
32747	56755	1
32747	59263	1
32747	61127	1
32748	41907	1
32748	65462	1
32748	74018	1
32749	63169	1
32750	45587	1
32750	71537	1
32750	75051	1
32751	39227	1
32752	72370	1
32752	73615	1
32753	68634	1
32753	73260	1
32754	69494	1
32756	56937	1
32757	58576	1
32757	60374	1
32758	41853	1
32758	60678	1
32759	45903	1
32759	53710	1
32760	44487	1
32760	58583	1
32761	64693	1
32762	33854	1
32762	42261	1
32762	45442	1
32763	42264	1
32763	54262	1
32763	75312	1
32764	41038	1
32764	54154	1
32765	65613	1
32766	50154	1
32767	75073	1
32768	40393	1
32769	75971	1
32770	78279	1
32771	41123	1
32772	43950	1
32772	53244	1
32773	52063	1
32773	70931	1
32774	32774	1
32774	44037	1
32775	37194	1
32775	40459	1
32776	35402	1
32776	56085	1
32776	72971	1
32777	33772	1
32777	55635	1
32777	75660	1
32778	56781	1
32778	66976	1
32779	70123	1
32780	32780	1
32780	59252	1
32781	32781	1
32782	62498	1
32782	72447	1
32782	73455	1
32783	32783	1
32783	36798	1
32784	67887	1
32784	68063	1
32785	56601	1
32786	32786	1
32786	55410	1
32787	56634	1
32787	76539	1
32788	43275	1
32789	78004	1
32790	35320	1
32790	69114	1
32790	78446	1
32791	54268	1
32791	58169	1
32791	73624	1
32792	57297	1
32793	37215	1
32793	44720	1
32793	66694	1
32794	53204	1
32794	60835	1
32794	69062	1
32796	73200	1
32796	79886	1
32797	39926	1
32797	71149	1
32799	33540	1
32799	74516	1
32799	78479	1
32800	52748	1
32800	53185	1
32800	62030	1
32801	46949	1
32801	57117	1
32801	72822	1
32802	32802	1
32802	34493	1
32804	37105	1
32805	65506	1
32806	67340	1
32806	70769	1
32807	39339	1
32807	75556	1
32808	46212	1
32808	52171	1
32809	36748	1
32809	57953	1
32810	38638	1
32810	72411	1
32812	46229	1
32812	59491	1
32813	50484	1
32813	58554	1
32814	40517	1
32814	51421	1
32814	62935	1
32815	40216	1
32815	64498	1
32816	60896	1
32816	74919	1
32816	77803	1
32817	72386	1
32817	76499	1
32818	78806	1
32819	39199	1
32819	65900	1
32819	73964	1
32820	37948	1
32820	62143	1
32821	38318	1
32821	41422	1
32821	80254	1
32822	36310	1
32822	64147	1
32824	40762	1
32824	58917	1
32824	61396	1
32825	37640	1
32825	43845	1
32826	66375	1
32828	52323	1
32828	60106	1
32829	40480	1
32829	54721	1
32829	61915	1
32830	73973	1
32832	56476	1
32832	77273	1
32832	77374	1
32833	57915	1
32833	71954	1
32834	68184	1
32834	69437	1
32835	51714	1
32835	77449	1
32836	65181	1
32837	67366	1
32837	75743	1
32838	56201	1
32838	56288	1
32839	34541	1
32839	38627	1
32839	52544	1
32840	43450	1
32840	43583	1
32841	41303	1
32841	61880	1
32842	33082	1
32842	45448	1
32842	59908	1
32843	56463	1
32844	43052	1
32844	46305	1
32845	48688	1
32845	79106	1
32846	49066	1
32846	54181	1
32846	70119	1
32847	44922	1
32847	50004	1
32848	43278	1
32849	40827	1
32850	39324	1
32850	56520	1
32850	65425	1
32851	51854	1
32852	54326	1
32852	70881	1
32853	32853	1
32854	32854	1
32854	67342	1
32855	71337	1
32856	33531	1
32856	57493	1
32856	68031	1
32857	58668	1
32857	78104	1
32859	49135	1
32859	50625	1
32859	80610	1
32860	59906	1
32860	70648	1
32861	64575	1
32862	57467	2
32863	57265	1
32863	61283	1
32864	71401	1
32865	44915	1
32865	74538	1
32865	76881	1
32866	76978	1
32866	80477	1
32867	32867	1
32867	58976	1
32868	37462	1
32868	45001	1
32869	36603	1
32869	56715	1
32870	68007	1
32871	38774	1
32872	35869	1
32872	48943	1
32873	32873	1
32874	59367	1
32875	39434	1
32876	62323	1
32876	71433	1
32877	44828	1
32877	63859	1
32878	52507	1
32878	69892	1
32878	73625	1
32879	41505	1
32879	48373	1
32879	74033	1
32880	60171	1
32880	74642	1
32881	34168	1
32881	57765	1
32882	36833	1
32882	51519	1
32882	79246	1
32883	40832	1
32884	60431	1
32884	70195	1
32885	40078	1
32886	34247	1
32886	68397	1
32887	61959	1
32888	51649	1
32888	78175	1
32890	55524	1
32890	70106	1
32891	58032	1
32891	76712	1
32892	51042	1
32892	62144	1
32893	75770	1
32894	33599	1
32894	73604	1
32895	48323	1
32896	48859	1
32897	51913	1
32897	54766	1
32898	60203	1
32898	80039	1
32899	52655	1
32899	63986	1
32900	37354	1
32900	40060	1
32900	68745	1
32901	40784	1
32901	59312	1
32901	65361	1
32902	50849	1
32903	75380	1
32904	61908	2
32905	48332	1
32905	77369	1
32905	77823	1
32906	56699	1
32907	69997	1
32908	61293	1
32910	42342	1
32910	66353	1
32911	79031	1
32912	33205	1
32912	77924	1
32913	47211	1
32913	57545	1
32914	59477	1
32914	63932	1
32915	56586	1
32915	71238	1
32916	74025	1
32916	75796	1
32917	49935	1
32917	66899	1
32917	80307	1
32918	41542	1
32918	52875	1
32918	61074	1
32919	38346	1
32920	36739	1
32920	51031	1
32920	61377	1
32922	38695	1
32923	55968	1
32924	32924	1
32925	69886	1
32926	40627	1
32926	54225	1
32926	73006	1
32927	50716	1
32927	51373	1
32929	62370	1
32929	77393	1
32930	41450	1
32930	44117	1
32931	32931	1
32932	35454	1
32932	80379	1
32933	64815	1
32934	33651	1
32934	37416	1
32934	51293	1
32935	62095	1
32935	70628	1
32936	34487	1
32936	77263	1
32937	66136	1
32937	75569	1
32937	79678	1
32938	47442	1
32939	46012	1
32939	71078	1
32940	33882	1
32940	58542	1
32940	72401	1
32941	57656	1
32941	74727	1
32942	32942	1
32943	57437	1
32943	78219	1
32943	79148	1
32944	38641	1
32944	40393	1
32944	70886	1
32945	45969	1
32945	56248	1
32946	53961	1
32947	35492	1
32947	74484	1
32948	33372	1
32948	36113	1
32948	58951	1
32950	37261	1
32951	70000	1
32952	54386	1
32952	58213	1
32953	33101	1
32953	42371	1
32953	62003	1
32954	42816	1
32955	32955	1
32956	39267	1
32957	33244	1
32957	40017	1
32957	79298	1
32958	40707	1
32959	33578	1
32959	55836	1
32959	60157	1
32960	32960	1
32960	50572	1
32961	34295	1
32961	34942	1
32962	46154	1
32962	55090	1
32963	43598	1
32963	67348	1
32964	77452	1
32965	75371	1
32966	47449	2
32966	80525	1
32967	56088	1
32967	62327	1
32967	76724	1
32968	42699	1
32968	73550	1
32968	79980	1
32969	73471	1
32970	51221	1
32970	60403	1
32971	40946	1
32971	77332	1
32972	49494	1
32972	58510	1
32972	76950	1
32973	65094	1
32973	66564	1
32974	63617	1
32974	73529	1
32975	57362	1
32975	60013	1
32976	80382	1
32977	47148	1
32978	62323	1
32979	36075	1
32979	39515	1
32980	35843	1
32981	42634	1
32981	60833	1
32982	60124	1
32984	42266	1
32984	47776	1
32985	45518	1
32985	59612	1
32986	47505	1
32986	53661	1
32986	74684	1
32987	62968	1
32988	52359	1
32988	57073	1
32989	73077	1
32990	60914	1
32991	32991	1
32991	55772	1
32992	62792	1
32992	67419	1
32992	67492	1
32993	50992	1
32994	65950	1
32994	72336	1
32995	58458	1
32996	35441	1
32996	37546	1
32996	40972	1
32997	70130	1
32997	79448	1
32998	47948	1
32999	40983	1
32999	44397	1
33000	37974	1
33000	61357	1
33000	67639	1
33001	34218	1
33001	36615	1
33002	52778	1
33002	63367	1
33003	36057	2
33003	70508	1
33004	62714	1
33005	61585	1
33005	77429	1
33005	78336	1
33006	48254	1
33006	77603	1
33007	71508	1
33007	76693	1
33008	59852	1
33008	62659	1
33009	44917	1
33010	38360	1
33010	53907	1
33010	77281	1
33011	46776	1
33011	78602	1
33012	58581	1
33013	52325	1
33013	56274	1
33013	67435	1
33014	71141	1
33014	76821	1
33015	45103	1
33015	50698	1
33016	60914	1
33017	60432	1
33017	73423	1
33018	47911	1
33018	53595	1
33018	62088	1
33019	47858	1
33019	65944	1
33020	46287	1
33020	53852	1
33021	33021	1
33022	49285	1
33022	59923	1
33023	71774	1
33023	77328	1
33023	77591	1
33024	40965	1
33024	46630	1
33024	59088	1
33025	75020	1
33026	52133	1
33026	76521	1
33027	33027	1
33027	36830	1
33028	33028	1
33029	33029	1
33029	45795	1
33030	36958	1
33031	34840	1
33033	72017	1
33034	37059	1
33034	49912	1
33034	49942	1
33035	43598	1
33035	47800	1
33035	70233	1
33036	42337	1
33037	40307	1
33037	46973	1
33037	56422	1
33039	50229	1
33039	52408	1
33039	56428	1
33040	36659	1
33040	65013	1
33040	75103	1
33041	52191	1
33041	55656	1
33042	40980	1
33042	52832	1
33042	70115	1
33043	33043	1
33044	53021	1
33044	65691	1
33044	75639	1
33045	33045	1
33045	69447	1
33046	33046	1
33046	66416	1
33048	56837	1
33048	59276	1
33049	49742	1
33050	49450	1
33050	61227	1
33051	33051	1
33051	38895	1
33052	34695	1
33052	57902	1
33052	59203	1
33053	67599	1
33054	39564	1
33054	47318	1
33054	50987	1
33055	43705	1
33056	33056	1
33056	56842	1
33057	64372	1
33058	60083	1
33058	76524	1
33058	80464	1
33059	44883	1
33059	46200	1
33060	59222	1
33060	65321	1
33061	36189	1
33061	36417	1
33061	76326	1
33062	51428	1
33062	75709	1
33063	57495	1
33064	37140	1
33064	54238	1
33065	50378	1
33066	53966	1
33066	74736	1
33067	41247	1
33068	64205	1
33068	69669	1
33069	58533	1
33069	67739	1
33070	46924	1
33070	60525	1
33070	62282	1
33071	46443	1
33071	46822	1
33073	52450	1
33073	54643	1
33073	71903	1
33074	33074	1
33074	33786	1
33075	55713	1
33076	56856	1
33076	80141	1
33077	79121	1
33078	42703	1
33078	72693	1
33079	42791	1
33079	59211	1
33080	33799	1
33080	65011	1
33081	46203	1
33081	59110	1
33082	44041	1
33083	78052	1
33084	50759	1
33084	76773	1
33085	47604	1
33085	55065	1
33086	42445	1
33086	53108	1
33086	66398	1
33087	39434	1
33087	41018	1
33087	80196	1
33088	43253	1
33088	64410	1
33089	56254	1
33090	45652	1
33091	33733	1
33092	35863	1
33093	51521	1
33093	68982	1
33093	73075	1
33094	37330	1
33094	67251	1
33095	36595	1
33095	46243	1
33095	72853	1
33097	48064	1
33097	48938	1
33097	49404	1
33098	33098	1
33098	75653	1
33099	60435	1
33099	73635	1
33099	77652	1
33101	33326	1
33101	38624	1
33102	34296	1
33102	47857	1
33103	46705	1
33104	51985	1
33105	33105	1
33105	40433	1
33106	49077	1
33106	53252	1
33107	48416	1
33107	66377	1
33109	47966	1
33110	33110	1
33111	49754	1
33111	52060	1
33111	65915	1
33112	33112	1
33113	63625	1
33114	51558	1
33114	57963	1
33115	62288	1
33115	79952	1
33116	62042	1
33117	36833	1
33117	62222	1
33117	65295	1
33118	49072	1
33118	65961	1
33119	45663	1
33119	60939	1
33119	64543	1
33120	59198	1
33121	51250	1
33122	67494	1
33122	70158	1
33122	74594	1
33123	36025	1
33123	46080	1
33124	39117	1
33125	70387	1
33126	36991	1
33126	77569	1
33127	63084	1
33128	35275	1
33128	64334	1
33128	65579	1
33129	60418	1
33129	64257	1
33129	69017	1
33130	37587	1
33131	35314	1
33131	73850	1
33132	33132	1
33133	36103	1
33133	49688	2
33134	36116	1
33134	72205	1
33135	54550	1
33135	69428	1
33136	73612	1
33138	42683	1
33138	69994	1
33139	44388	1
33139	58068	1
33140	64649	1
33141	41704	1
33141	66929	1
33142	59490	1
33143	45638	1
33143	50204	1
33144	35865	1
33144	41594	1
33144	80221	1
33145	67287	1
33146	35773	1
33146	38303	1
33147	44648	1
33147	45317	1
33147	50927	1
33148	57617	1
33149	73528	1
33149	75452	1
33150	66102	1
33150	66670	1
33150	69070	1
33151	73812	1
33152	45727	1
33152	59504	1
33153	61221	1
33153	77973	1
33154	41756	1
33154	56384	1
33156	42572	1
33156	48638	1
33156	63409	1
33157	46828	1
33157	53548	1
33158	38059	1
33158	40507	1
33159	65802	1
33159	66042	1
33160	54733	1
33160	58410	1
33161	45357	1
33161	48617	1
33162	46133	1
33162	48140	1
33163	58270	1
33163	61963	1
33164	33164	1
33164	78393	1
33165	53293	1
33165	70337	1
33166	34518	1
33166	41780	1
33167	40404	1
33168	33168	1
33169	35326	1
33169	72697	1
33169	78016	1
33170	50301	1
33171	47338	1
33172	37199	1
33172	68164	1
33173	33173	1
33174	55461	1
33174	64446	1
33175	35226	1
33175	46212	1
33176	54544	1
33176	76694	1
33177	59213	1
33178	73862	1
33179	75757	1
33180	51167	1
33180	62687	1
33180	76809	1
33181	33181	1
33181	34473	1
33183	73605	1
33184	49874	1
33184	69615	1
33185	43358	1
33186	48123	1
33186	78945	1
33187	52898	1
33187	75965	1
33188	56733	1
33188	74215	1
33189	40640	1
33189	65226	1
33189	79287	1
33191	63182	1
33192	33899	1
33192	56921	1
33192	77329	1
33193	62497	1
33193	62926	1
33193	77069	1
33194	44716	1
33195	53387	1
33195	74117	1
33195	75837	1
33196	48206	1
33196	54034	1
33197	47823	1
33197	76199	1
33198	38276	1
33198	65202	1
33199	76785	1
33200	74726	1
33201	38883	1
33201	51588	1
33202	62880	1
33202	64098	1
33202	79643	1
33203	64015	1
33203	64039	1
33204	59015	1
33204	63639	1
33205	79622	1
33206	37947	1
33207	70408	1
33207	78000	1
33208	60164	1
33209	58804	1
33209	63238	1
33210	34602	1
33210	67578	1
33212	56692	1
33212	57747	1
33213	69889	1
33213	71581	1
33214	72697	2
33214	78607	1
33215	47509	1
33215	73453	1
33216	44764	1
33217	41413	1
33217	63720	1
33217	71179	1
33218	58691	1
33218	67669	1
33219	39263	1
33219	41872	1
33219	52743	1
33220	76045	1
33221	53265	1
33221	63399	1
33222	48883	1
33222	71134	1
33222	80399	1
33223	33223	1
33223	45057	1
33224	77136	1
33225	50518	1
33225	58487	1
33226	62832	1
33227	57209	1
33227	64585	1
33228	39567	1
33228	78658	1
33229	35791	1
33229	43816	1
33230	54371	1
33230	70265	1
33231	64874	1
33232	33252	1
33232	42673	1
33232	71448	1
33233	42898	1
33233	54032	1
33233	61187	1
33234	50696	1
33234	75266	1
33235	63136	1
33235	64888	1
33235	75900	1
33236	41255	1
33236	47438	1
33236	52277	1
33237	33237	1
33238	33238	1
33238	69587	1
33239	61087	1
33240	35860	1
33240	71805	1
33243	39456	1
33243	63806	1
33245	51158	1
33245	56473	1
33246	39887	1
33246	78205	1
33247	68516	1
33247	79713	1
33248	47916	1
33249	59918	1
33249	66043	1
33249	67094	1
33250	69045	1
33250	73683	1
33251	58888	1
33251	72747	1
33252	69445	1
33253	33253	1
33253	70726	1
33254	39898	1
33255	48293	1
33255	49169	1
33255	73479	1
33256	72983	1
33257	49457	1
33257	54157	1
33258	39483	1
33259	71102	1
33261	53261	1
33261	72884	1
33262	38753	1
33262	41556	1
33263	67196	1
33263	69981	1
33264	54546	1
33264	60759	1
33264	79620	1
33265	67014	1
33265	72785	1
