chain	xlink1	xlink2
15848	2733	10355
15849	12590	3076
15850	11483	11483
15851	6051	12159
15852	3172	7818
15853	2642	3369
15854	6136	1553
15855	989	4256
15856	1688	1083
15857	15163	10247
15858	8442	2419
15859	3592	4458
15860	9292	14325
15861	7761	12162
15862	3776	7911
15863	4738	2285
15864	9140	974
15865	15266	14786
15866	5286	10737
15867	9662	12481
15868	12773	6606
15869	1450	5499
15870	12347	13125
15871	8574	9767
15872	3282	3483
15873	14451	4113
15874	10362	560
15875	897	11269
15876	15237	5577
15877	150	6690
15878	5672	12094
15879	6237	10665
15880	8613	8613
15881	4904	14238
15882	12554	12960
15883	6862	12117
15884	3220	10444
15885	6833	2182
15886	2687	12206
15887	8627	12668
15888	233	15393
15889	10381	11725
15890	8627	3188
15892	6999	14146
15893	968	10468
15894	724	13799
15895	9826	4874
15896	8811	1489
15897	1965	12308
15898	13235	10830
15899	12243	12243
15900	4940	3396
15901	3549	5901
15902	3407	7206
15903	6001	1928
15904	2165	9765
15905	4146	5500
15906	2009	4585
15907	14129	8323
15908	1283	4950
15909	5095	364
15910	12094	364
15911	10480	4936
15912	15809	12070
15914	6401	8753
15915	10791	12899
15916	4981	11902
15917	13688	13377
15918	2015	1079
15919	6558	3685
15920	2628	9622
15921	10661	9410
15922	14683	8811
15923	15195	7022
15924	5469	12424
15925	14254	12462
15926	9050	11675
15927	10284	12218
15928	3182	9176
15929	4113	858
15930	9524	4113
15931	8676	6173
15932	1791	12847
15933	9387	3619
15934	645	8767
15935	7829	3953
15936	9328	11784
15937	2837	6230
15938	15586	10606
15939	2009	7353
15940	694	8567
15941	3291	7663
15942	2924	1115
15943	636	14393
15944	14529	16012
15945	10291	14298
15946	9133	15233
15947	12694	14033
15948	2033	9748
15949	1060	9046
15950	6214	4696
15951	13509	5361
15952	4171	2860
15953	4868	9433
15954	10109	9264
15955	11883	9176
15956	7114	9356
15957	10294	8712
15958	8609	6223
15960	659	659
15961	11355	1768
15963	169	325
15964	6298	1497
15965	2462	6121
15966	1867	15438
15967	9872	12549
15968	14329	5090
15969	15662	1329
15970	3004	10616
15971	10235	7105
15972	13989	7925
15973	7480	5677
15974	10762	13549
15975	4480	1375
15976	4650	15669
15977	15394	11785
15978	11291	4053
15979	4958	9046
15980	399	4014
15981	4087	1917
15982	3791	8590
15983	4497	6935
15984	12412	7277
15985	3097	8170
15986	12255	741
15987	14032	7000
15988	8115	4618
15989	11206	7974
15990	8134	15111
15991	7764	11878
15992	682	14334
15993	1679	14618
15994	11777	10901
15995	15147	5803
15996	14026	14368
15997	12997	2433
15998	12285	6093
15999	12316	13594
16000	828	2868
16001	14399	5399
16002	149	12674
16003	4204	3709
16004	12889	3682
16005	3933	14759
16006	1661	1661
16008	6542	4815
16009	5660	3104
16010	7198	13966
16011	10103	2129
16012	11930	245
16013	15199	11270
16014	1866	5358
16015	12474	12568
16016	8947	4543
16017	12489	14974
16018	11680	7231
16019	3478	11707
16020	7429	7429
16021	11725	11055
16022	8857	13017
16023	438	6223
16024	5610	6775
16025	3250	1658
16026	9718	15346
16027	10529	1347
16028	3654	10827
16029	14449	13875
16030	13104	13862
16031	11376	11214
16032	13784	12938
16033	7010	19
16034	7928	12106
16035	2852	11193
16036	15545	4169
16037	6482	4637
16038	9899	15750
16039	6324	38
16040	10005	10005
16041	6898	6898
16042	7680	3688
16043	2964	2186
16044	4096	10087
16045	9222	1664
16046	2416	4759
16047	8283	6564
16048	765	3336
16049	4053	9748
16050	3884	15220
16051	16091	2890
16052	15192	170
16053	8917	3726
16054	9627	2598
16055	12362	8274
16056	3155	8171
16057	12222	14739
16058	563	10290
16059	2598	6416
16060	15932	8415
16061	1951	2271
16062	2877	7158
16063	7121	13656
16064	255	12924
16065	3588	8555
16066	1538	8694
16067	1115	16053
16068	9177	15545
16069	198	8656
16070	1997	7172
16071	10812	7925
16072	14608	10676
16073	13387	5110
16074	9222	5256
16075	736	736
16076	11445	10198
16077	10390	9560
16078	13310	9433
16079	436	8698
16080	7542	14775
16081	1917	14769
16082	5245	5245
16083	6556	6780
16084	8548	8436
16085	12060	8611
16086	11206	5165
16087	1547	1547
16088	16063	16063
16089	7557	2521
16090	16074	10253
16091	3714	2503
16092	8219	15837
16093	7952	13508
16094	14801	15932
16095	14787	13514
16096	11506	8269
16097	1995	8852
16098	11968	13037
16099	6995	5206
16100	1225	3588
16101	10217	6069
16102	10019	13966
16103	7535	2309
16104	12871	12871
16105	14608	5686
16106	8013	2516
16107	16092	1944
16108	13980	1082
16109	13176	7490
16110	12873	10784
16111	3918	14317
16112	6398	2854
16113	5245	3505
16115	8313	5356
16116	10371	3078
16117	9550	10059
16118	11999	15946
16119	871	8180
16120	5966	13495
16121	5042	12222
16122	13498	11610
16123	836	4266
16124	13166	11893
16125	12695	14356
16126	12919	2187
16127	2675	6128
16128	12097	12889
16130	10723	11909
16131	2269	1036
16132	7870	7182
16133	3409	7172
16134	10929	16116
16135	1350	12479
16136	11983	5595
16137	7330	7330
16138	6312	7348
16139	13408	15331
16140	1221	9265
16141	12506	9560
16142	11931	2422
16143	3537	14373
16144	10427	6632
16145	1693	14180
16146	10631	15404
16147	16044	6362
16148	13754	11515
16149	11357	2188
16150	5938	7044
16151	13091	6468
16152	9488	12895
16153	4413	947
16154	12795	11672
16155	1649	15596
16156	425	10903
16157	11100	6465
16158	4944	1077
16159	14780	14023
16160	10050	5678
16161	10691	3299
16162	11410	8242
16163	7441	10678
16164	4906	14997
16165	5595	1205
16166	396	11511
16167	8852	4630
16168	4680	13176
16169	15822	3288
16170	15580	8319
16171	8833	5652
16172	11881	6754
16173	3131	9551
16174	9731	1551
16175	5743	288
16176	4669	7700
16177	9080	3248
16178	12179	1845
16179	9993	1370
16180	2257	1237
16181	10048	14160
16182	14276	3994
16183	2930	1167
16184	27	14023
16185	8058	10429
16186	6486	8037
16187	14515	11912
16188	222	14241
16189	11530	14899
16190	7341	62
16191	4430	8366
16192	7328	3998
16193	6331	7959
16194	2361	15643
16195	15487	8905
16196	310	11112
16197	16111	11615
16198	2615	1181
16199	7408	10442
16200	9111	9130
16201	12521	13618
16202	5571	1862
16203	15829	2667
16204	1288	1228
16205	9903	23
16206	4923	4609
16207	5269	10470
16208	14982	4234
16209	8007	12853
16210	6365	367
16211	8885	1136
16212	7413	5787
16213	697	697
16214	1392	1407
16215	8259	14276
16216	3034	4266
16217	4992	4992
16218	9577	7121
16219	11374	1602
16220	195	8328
16221	2904	13532
16222	381	10423
16223	8546	8488
16224	6340	12876
16225	12269	8369
16226	1232	1840
16227	4776	209
16228	15823	5607
16229	2376	8153
16230	1448	2560
16231	3388	7330
16232	5640	662
16233	5774	5774
16234	1263	6245
16235	11641	481
16236	622	11089
16237	9341	4404
16238	7750	7890
16239	14557	8530
16240	14611	9763
16241	12688	15470
16242	12718	8285
16243	12300	10569
16244	14136	1290
16245	8264	2061
16246	2975	10164
16247	4833	1077
16248	13747	11140
16249	13751	621
16250	11925	4706
16251	7541	3738
16252	3712	12733
16253	8800	188
16254	9853	3444
16255	13586	15033
16256	15660	6149
16257	9710	9710
16258	48	7083
16259	11492	4391
16260	15570	10751
16261	1466	6435
16262	4481	3325
16263	13759	12366
16264	11127	2665
16265	7320	265
16266	3369	2888
16267	4746	6737
16268	13460	7189
16269	8702	1284
16270	13004	582
16271	2246	7661
16272	2071	3036
16273	12197	13116
16274	9639	3575
16275	14218	6249
16276	7413	972
16277	6576	5225
16278	14559	738
16279	427	13122
16280	6688	998
16281	11383	10150
16282	2640	17
16283	15191	9631
16284	11134	15095
16285	2891	12309
16286	15389	9184
16287	7649	27
16288	14546	7866
16289	7514	2833
16290	4854	4579
16291	2529	2529
16292	9464	12652
16293	353	5298
16294	9687	5376
16295	10930	9796
16296	13854	15935
16297	11224	3836
16299	13662	6749
16300	6224	5640
16301	16111	3380
16302	8270	2879
16303	1741	1052
16304	12240	15598
16305	335	14077
16306	13484	4648
16307	382	13416
16308	15796	852
16309	15594	6506
16310	14986	10716
16311	14295	14506
16312	9223	5722
16313	6575	9305
16314	74	5
16315	12030	10493
16316	209	7080
16317	14455	5300
16318	5876	527
16319	16034	4972
16320	4870	15191
16321	13887	10968
16322	1102	1102
16324	2694	9711
16325	2914	11133
16326	15664	5558
16327	11440	1288
16328	12680	15473
16329	9281	6521
16330	7818	1107
16331	371	4112
16332	2068	1786
16333	8412	5281
16334	15127	14948
16335	846	11729
16336	11084	361
16337	5129	12138
16338	1499	15589
16339	218	15003
16340	5267	6352
16341	3533	12888
16342	6301	2349
16343	7866	5476
16344	3334	4328
16345	4235	4887
16346	13807	8957
16347	14859	2697
16348	4432	7506
16349	4246	4242
16350	2685	567
16351	3334	14577
16352	1773	3832
16353	11914	13439
16354	9465	10857
16355	10250	14794
16356	13629	14321
16358	9086	12515
16359	15084	6672
16360	14966	6423
16361	3674	6372
16362	6301	13484
16363	1852	7749
16364	2197	2890
16365	16095	1908
16366	7624	1457
16367	15310	10490
16368	11705	10715
16369	1688	1499
16370	12274	14318
16371	2991	7472
16372	406	8363
16373	13590	6908
16374	12959	13293
16375	4547	10726
16376	14857	11006
16377	6590	12231
16378	11383	7921
16379	2245	10263
16380	4887	9241
16381	10147	651
16382	5680	9844
16383	15529	8580
16384	8957	6233
16385	7801	15288
16386	453	4795
16387	15084	14491
16388	1721	14298
16389	9578	13439
16390	5563	7252
16391	10480	13804
16392	10355	13647
16393	7566	1157
16394	1378	808
16395	4784	488
16396	7603	2350
16398	13186	15928
16399	15124	6908
16400	10211	10211
16401	4592	4784
16402	13389	8251
16403	11049	14144
16404	14654	2125
16405	769	8199
16406	9970	9725
16407	3506	14526
16408	7112	10487
16409	3352	3654
16410	4668	14403
16411	2959	10241
16413	3908	8269
16414	12316	12294
16415	5082	12785
16416	3172	11800
16417	14954	5758
16418	2325	2325
16419	3814	5473
16420	1721	1867
16421	2313	6389
16422	8666	14372
16423	8726	997
16424	12159	12785
16425	2189	2989
16426	5255	5255
16427	289	12725
16428	3188	6251
16429	4592	10143
16430	7032	12088
16431	15928	37
16432	8518	7597
16433	9081	9380
16434	15225	9264
16435	7457	5302
16436	9478	8134
16437	4519	14753
16438	8189	2594
16439	5092	7360
16440	15579	5138
16441	12747	2041
16442	51	4909
16443	5039	1901
16444	10418	600
16445	5600	9872
16446	5435	10484
16447	15443	12579
16448	12906	12049
16449	15038	3455
16450	12638	1721
16451	10334	6196
16452	560	8740
16453	10103	15088
16454	399	11291
16455	4904	12133
16456	6631	6631
16457	7674	7949
16458	3423	93
16459	12846	4818
16460	10480	4936
16461	14009	8323
16462	9015	5507
16463	13836	5261
16464	13404	399
16465	9498	9143
16466	4356	13071
16467	4356	10453
16468	95	4472
16469	5369	3185
16470	11469	9897
16471	15702	4737
16472	7114	13495
16473	11851	8874
16474	11616	7468
16475	5868	7154
16476	12129	10664
16477	15666	4504
16478	3687	10147
16479	706	1267
16480	12333	15397
16481	11453	4036
16482	13891	11280
16483	2270	163
16484	4950	4950
16485	3695	9128
16486	11969	11817
16487	14298	2836
16488	10013	7388
16490	11785	2590
16491	15248	9835
16492	5566	15912
16493	14225	3104
16494	7977	8961
16495	14965	11966
16496	813	10178
16497	9126	13686
16498	104	7468
16499	3683	6558
16500	12784	3876
16501	13343	5816
16502	9084	923
16503	14798	6189
16504	3654	984
16505	10550	5457
16506	14991	5381
16507	8623	181
16508	6416	1757
16509	2503	13239
16510	6787	15441
16511	2433	7377
16512	5744	12214
16513	12859	7416
16514	12758	13
16515	7594	2950
16516	6531	14737
16517	10573	11166
16518	6802	876
16519	4486	6141
16520	11621	10613
16521	931	11170
16522	3597	12085
16523	12507	10126
16524	13836	6677
16525	6203	7939
16526	10212	1002
16527	4932	7277
16528	16071	15539
16529	11195	3685
16530	7807	2773
16531	3666	8180
16532	3907	11092
16533	3700	170
16534	3128	15316
16535	9893	13602
16536	1001	5816
16537	11883	15872
16538	3686	13320
16539	8203	2080
16540	14445	8807
16541	11927	4445
16542	8236	9022
16543	6166	7347
16544	3847	10849
16545	4852	10761
16546	4418	13037
16547	3265	7217
16548	15669	4041
16549	9973	3988
16550	3793	7174
16551	15750	6237
16552	1017	12071
16553	16053	16053
16554	6139	15320
16555	2964	10087
16556	14721	15978
16557	16086	13317
16558	9469	8927
16559	8333	14675
16561	13135	4551
16562	5042	13070
16563	7943	3613
16564	10730	9705
16565	4205	11856
16567	2634	11859
16568	1464	6318
16569	8982	5494
16570	1049	453
16571	11214	7224
16572	9997	10749
16573	12261	4946
16574	7217	16018
16575	2832	9760
16576	13579	13037
16577	9902	5332
16578	3038	2875
16579	859	4815
16580	14277	14277
16581	15132	13514
16582	3413	12154
16583	8345	11677
16584	2126	1017
16585	6682	12071
16586	8378	9093
16587	14289	12011
16588	14979	2903
16589	408	2241
16590	12832	13996
16591	1502	13547
16592	11217	11046
16593	13800	12788
16594	8749	7612
16595	1001	9718
16596	8254	13899
16597	5798	5534
16598	4059	14241
16599	10266	871
16600	15972	9276
16601	14160	3078
16602	15463	13
16603	5551	8347
16604	9180	1891
16605	7270	10048
16606	4574	4226
16607	133	10241
16608	4445	12287
16609	5384	2298
16610	33	8397
16611	2053	15714
16612	877	2867
16613	409	14460
16614	5516	2612
16615	2762	4723
16616	14883	13128
16617	11323	15210
16618	5231	13906
16619	13549	4263
16620	7852	14025
16621	3091	15374
16622	5994	3143
16623	10676	1551
16624	12813	10590
16625	1430	6625
16626	8648	13169
16627	3022	1435
16628	14658	6971
16629	6218	9837
16630	11775	15857
16631	12573	81
16632	5457	13876
16633	14156	8654
16634	563	3021
16635	5088	10550
16636	13452	7069
16637	13656	14133
16638	13050	15613
16639	14335	13968
16640	4127	10632
16641	1229	14949
16642	1299	1638
16643	16061	4625
16644	1452	10703
16645	10621	4221
16646	7827	13818
16647	3538	409
16648	11033	15063
16649	3063	15318
16650	14502	5168
16651	11931	1895
16652	5493	16059
16653	10704	10358
16654	11217	3123
16655	11069	3118
16656	13906	13176
16657	14193	6046
16658	10164	1924
16659	13703	52
16660	10967	15768
16661	3118	9149
16662	14873	12681
16663	9937	758
16664	4280	1233
16665	15640	10750
16666	5692	10495
16667	5692	11598
16668	7265	10569
16669	14739	11792
16670	4881	4881
16671	6088	3001
16672	9926	5991
16673	9480	13748
16674	13014	8074
16675	11135	3325
16676	3288	12031
16677	905	3151
16678	14201	10587
16679	5290	7916
16680	1852	7320
16681	15777	10805
16682	5150	2231
16683	7401	11808
16684	10470	9867
16685	16092	3537
16686	10303	13731
16687	13881	10088
16688	9852	9544
16689	12966	7835
16690	15189	5262
16691	5396	8007
16692	6468	1780
16693	1922	1888
16694	16044	6837
16695	2986	10024
16696	2188	6267
16697	16029	9596
16698	5779	14541
16699	14561	1167
16700	5266	14958
16701	4833	6400
16702	5858	2930
16703	7573	7573
16704	7790	15066
16705	12700	8455
16706	11901	5043
16707	2335	2335
16708	3358	15715
16709	1345	7616
16710	10789	10789
16711	5521	7193
16712	13362	9474
16713	6498	12527
16714	10938	13091
16715	5329	13047
16716	7349	7349
16717	1711	7376
16718	11046	15075
16719	14810	13580
16720	11161	16085
16721	8848	3505
16722	11445	13281
16723	10009	7731
16724	6501	12639
16725	10134	733
16726	7044	8252
16727	14197	12852
16728	13147	4915
16729	2891	15486
16730	14572	8684
16731	11598	194
16732	6400	8557
16733	13526	9922
16734	14092	7091
16735	2429	15206
16736	15217	7642
16737	3175	8650
16738	14734	4136
16739	3062	12049
16740	15907	2018
16741	9918	13107
16742	9620	7990
16743	11752	6435
16744	2198	11351
16745	6756	11440
16746	9251	3231
16747	7900	13014
16748	7027	2559
16749	582	15213
16750	2977	542
16751	2105	2724
16752	14131	6362
16753	14178	15164
16754	10164	12169
16755	8328	7724
16756	15857	12976
16757	8175	12186
16758	11138	1479
16759	4090	13315
16760	4324	15601
16761	2228	14904
16762	15375	8302
16763	1540	15375
16764	14456	1371
16765	8259	3218
16766	11925	228
16767	5923	5321
16768	3723	15176
16769	10802	3633
16770	6601	9986
16771	12851	5234
16772	8870	1939
16773	2260	2692
16774	5220	14249
16775	31	4542
16776	4844	2123
16777	12366	10106
16778	1136	14436
16779	2467	9080
16780	12787	8334
16781	4725	15466
16782	1219	2071
16783	6784	6784
16784	1163	11351
16785	9211	2408
16786	9311	15672
16787	14819	6138
16788	2188	13595
16789	3010	13061
16790	2539	6493
16791	11542	1947
16792	14295	9649
16793	7036	14376
16794	7707	9024
16795	7199	7199
16796	16021	7866
16797	11276	15486
16798	14404	14371
16799	16055	9329
16800	5607	10037
16801	11549	4854
16802	14163	8570
16805	13291	5580
16806	3612	10431
16807	8613	3397
16808	6871	13047
16809	11615	6321
16810	922	11315
16811	1107	6649
16812	11825	6479
16813	3036	10287
16814	4353	10954
16815	14470	6912
16816	11498	10248
16817	4980	1306
16818	11138	8301
16819	4378	9724
16820	12991	8412
16821	10538	990
16822	6570	11803
16823	12710	15081
16824	4925	3730
16825	2040	9401
16826	14456	10814
16827	10533	10383
16828	13911	10776
16829	4376	350
16830	6258	12054
16831	9171	4210
16832	10968	10272
16833	4433	7368
16834	13524	12388
16835	6986	7312
16836	9687	15698
16837	5413	14736
16838	11730	2278
16839	1731	513
16840	15568	6590
16841	10697	13603
16842	7773	8406
16843	13460	3076
16844	13766	15839
16845	13252	1937
16846	5081	5081
16847	8457	14972
16848	9804	5107
16849	4200	12104
16850	7951	451
16851	1219	9413
16852	14300	1508
16853	4051	9380
16854	12069	12959
16855	2485	7110
16856	9257	7099
16857	3715	5267
16858	10869	3212
16859	10493	7884
16860	12595	7159
16861	4766	4766
16862	15570	10307
16863	9872	11124
16864	7199	8512
16865	6901	10015
16866	11541	9157
16867	15529	7333
16868	14358	8622
16869	8777	10798
16870	14549	7428
16871	9164	8829
16872	1050	12745
16873	16040	13791
16874	1595	4236
16875	6589	13957
16876	792	3280
16877	989	8406
16878	14543	7911
16879	322	13398
16880	6170	13186
16881	11714	3220
16882	12218	5914
16883	11971	11392
16884	2670	2670
16885	12553	14938
16886	14530	6606
16887	15918	13557
16888	4887	15963
16889	6708	8199
16890	10582	2723
16891	11770	9531
16892	12162	6777
16893	5499	577
16894	11355	9696
16896	13240	7385
16897	7252	9578
16898	15945	14220
16899	8768	11168
16900	3029	15628
16901	4166	7774
16902	13042	4774
16903	2244	12022
16904	2291	2291
16905	10465	14910
16906	15162	6862
16907	2560	14249
16908	6588	5243
16909	5233	8627
16910	11201	397
16911	9632	10559
16912	8963	4450
16913	12937	9397
16914	5267	2125
16915	14171	15186
16916	4571	9380
16917	1335	3876
16918	13893	932
16919	6082	14950
16920	7068	5985
16921	7463	6709
16922	5363	12549
16923	15762	3182
16924	1486	858
16925	1497	8676
16926	2452	9684
16927	2910	11764
16928	4386	13782
16929	10362	11765
16930	12605	10919
16931	1102	1289
16932	14321	3733
16933	4036	1452
16935	1914	4736
16936	7891	10546
16937	12420	1982
16938	9397	11778
16939	2712	2712
16940	10942	14009
16941	12507	5955
16942	14599	806
16943	7261	2189
16944	9632	9632
16945	5694	8916
16946	37	11392
16948	10120	15252
16949	4410	15252
16950	8891	7896
16951	15252	4956
16952	12928	12450
16954	10351	5421
16955	3396	12549
16956	7601	8874
16957	6850	1596
16958	2448	16070
16960	2744	8701
16961	5209	1071
16962	4663	1608
16963	7374	12843
16964	10868	394
16965	7698	8430
16966	11644	6936
16967	8739	16020
16968	12322	15912
16969	10464	10464
16970	12715	2836
16971	14446	5955
16972	12715	10178
16973	1231	1362
16974	9222	5993
16975	7021	9746
16976	16040	8469
16977	12964	2689
16978	3683	7588
16979	10873	16093
16980	10158	10158
16981	1004	5001
16982	1293	9970
16983	11055	14449
16984	1834	5307
16985	5092	8145
16986	4814	11624
16987	14535	10602
16988	6298	226
16989	2959	6105
16990	13269	8576
16991	5070	5070
16992	4227	15682
16993	7275	9331
16994	11196	10306
16995	10606	9022
16996	6854	14211
16997	6856	7197
16998	13222	5224
16999	12173	5473
17000	12219	2712
17001	2350	12422
17002	9317	7366
17003	2547	12694
17004	9634	5389
17005	6801	3347
17006	6648	13505
17007	11363	7920
17008	1747	7171
17009	3046	7945
17010	7772	15198
17011	5751	10702
17012	13325	3683
17014	6056	4111
17015	968	6659
17016	2608	1776
17017	3781	10226
17018	12163	11522
17019	13612	8874
17020	6942	1950
17021	2200	1403
17022	7416	3985
17023	15520	5990
17024	4250	12181
17025	5494	6587
17026	2374	10217
17027	12322	10522
17028	13810	12287
17029	10439	15137
17030	14459	15161
17032	10291	5084
17033	6028	9740
17035	6330	9139
17036	7602	9495
17037	15247	12412
17038	9133	9133
17039	10480	9691
17040	2398	1461
17041	6255	10038
17042	14030	9783
17043	15442	614
17045	8436	4155
17046	9683	5327
17047	10459	8248
17048	1389	9518
17049	4751	4751
17050	3433	11146
17051	6974	2264
17052	11512	2832
17053	10392	6996
17054	8807	12847
17055	7573	15311
17056	15467	2512
17057	15038	9902
17058	7808	6202
17059	4486	10616
17060	12809	1346
17061	6799	9378
17062	1329	10514
17063	10980	2072
17064	10250	11400
17066	11017	1698
17067	5327	2563
17068	9732	931
17069	11989	14111
17070	11995	14033
17071	7915	3002
17072	14317	9641
17073	2314	1474
17074	4500	4543
17075	8202	6954
17076	12941	8454
17077	14227	14537
17078	5487	12060
17079	12908	3744
17080	11971	11628
17081	15803	1024
17082	1751	15705
17083	7343	10309
17084	14160	1618
17085	8236	7928
17086	5126	14254
17087	1008	11152
17088	9773	7011
17089	822	6431
17090	12667	1375
17091	3265	2011
17092	10354	3110
17093	3436	6768
17094	12174	15201
17095	736	736
17097	13836	10948
17098	740	8278
17099	2895	1578
17100	11995	1082
17101	740	9042
17102	6403	2282
17103	12817	13281
17104	6172	10590
17105	3884	7315
17106	8683	6780
17107	11038	14019
17108	11953	3955
17109	2314	15129
17110	7109	7532
17111	4155	217
17112	12116	8037
17113	4406	4406
17114	10050	5678
17115	4192	1330
17116	5703	14051
17117	4323	14267
17118	14468	15573
17119	11322	11322
17120	6876	3682
17121	752	5813
17122	6671	12498
17123	5150	2290
17124	14719	7296
17125	9620	5799
17128	3588	8200
17129	12546	9025
17130	13873	13850
17131	913	4053
17132	10267	392
17133	5280	3726
17134	5334	4111
17135	2690	12382
17136	14650	7291
17137	11405	14350
17138	2784	9000
17139	3577	4317
17140	479	479
17141	11707	5658
17142	9650	9686
17143	6954	6971
17144	13895	16052
17145	15573	11610
17146	1492	3154
17147	5206	6995
17148	3826	13894
17149	2782	6457
17150	4289	4975
17151	2947	3174
17152	1891	10394
17153	685	15311
17155	1232	1232
17156	15064	2766
17157	3151	5313
17158	1997	14000
17159	12467	13906
17160	2629	14056
17161	11179	4478
17162	9794	10609
17163	12867	12867
17164	15365	10095
17165	7868	9057
17166	15777	4729
17167	4348	12776
17168	4129	13405
17169	11437	12197
17170	5534	5262
17171	11217	11580
17172	5318	3416
17173	2957	744
17174	12865	9546
17175	8171	3901
17176	10570	4808
17177	9682	14113
17178	194	1409
17179	6591	3444
17181	742	8242
17182	10967	15661
17183	12042	12019
17184	6997	8727
17185	3630	3157
17186	15217	4898
17187	26	7121
17188	5173	5173
17189	3053	4684
17190	14460	2247
17191	6711	10000
17192	7299	4610
17193	12591	10587
17194	2198	662
17195	14500	14863
17196	14196	7338
17197	3403	5396
17198	3155	11069
17199	6282	6282
17200	6274	1407
17201	10759	15892
17202	12505	370
17203	5057	10709
17204	2975	14611
17205	660	9279
17206	10303	6172
17207	7901	3577
17208	14782	12865
17209	2392	5610
17210	15511	8366
17211	5162	6963
17212	6304	5230
17213	6198	13895
17214	8165	8336
17215	15643	2361
17216	2298	6410
17217	4576	10188
17218	3400	7376
17219	10658	11649
17220	10390	3248
17221	4863	1466
17222	4967	13028
17223	10627	3722
17224	14568	1139
17225	14592	4077
17226	12883	8391
17227	11351	4238
17228	4354	10390
17229	13028	9780
17230	13171	14178
17231	11462	7364
17232	5874	10134
17233	7125	7145
17234	2975	14312
17235	4324	12639
17236	7188	4317
17237	4489	13062
17238	13152	7890
17239	1998	770
17240	15614	8245
17241	10549	689
17242	11002	8842
17243	7386	2233
17244	4785	8557
17245	755	12030
17246	9895	4342
17247	2127	4976
17248	14445	14445
17249	6431	6128
17250	11525	16120
17251	2948	4291
17252	3337	9152
17253	11655	957
17254	9474	7338
17255	662	4635
17256	7479	7873
17257	853	5033
17258	6490	12215
17259	14966	6941
17260	14467	10003
17261	4109	16014
17262	6245	14557
17263	13497	6429
17264	5326	668
17265	12991	8138
17266	1019	15018
17267	11357	11697
17268	11283	6696
17269	7362	8062
17270	4413	2392
17271	7724	10044
17272	9980	13418
17273	13545	8474
17274	6507	3825
17275	3058	14561
17276	1469	6133
17277	2910	5285
17278	12299	1133
17279	3998	6847
17280	161	2827
17281	8358	14521
17282	3417	10442
17283	6568	15208
17284	4094	8356
17285	799	12022
17286	2765	12914
17287	2892	12156
17288	1107	2757
17289	14813	1583
17290	9693	15790
17291	4239	5220
17292	7750	11729
17293	15018	10164
17294	12670	8596
17295	9589	98
17296	8702	12868
17297	11161	10490
17298	12210	6285
17299	15384	11948
17300	1011	13165
17301	120	13438
17302	5476	15375
17303	1888	1922
17304	8306	9878
17305	7280	7280
17306	10541	4605
17307	74	2184
17308	743	11481
17309	6634	6574
17310	9467	14323
17311	6469	312
17312	3257	7888
17313	2019	8667
17315	8709	10535
17316	5461	5902
17317	13152	10697
17318	743	10535
17319	162	5135
17320	11550	5269
17321	2019	8970
17322	4635	5640
17323	12887	1406
17324	1228	5314
17325	5269	7558
17326	6962	11462
17327	10918	2745
17328	10248	8306
17329	546	14885
17330	11053	7750
17331	2745	8596
17332	9724	5049
17333	13266	8295
17334	9024	14065
17335	2113	12959
17336	13025	5002
17337	13233	3334
17338	6853	10838
17339	14242	3730
17340	169	8886
17341	6709	1011
17342	14403	8103
17343	3861	5300
17344	7888	5500
17345	1023	125
17346	3954	5500
17347	7916	13748
17349	3790	2996
17351	10811	14736
17352	211	3376
17353	6401	440
17354	1682	10949
17355	15368	2703
17356	9517	8388
17357	9070	3204
17358	5787	13293
17359	4380	1039
17360	1924	4348
17361	12432	12258
17362	7639	4655
17363	6701	6559
17364	7470	12457
17365	13807	16107
17366	8805	15179
17367	8412	11367
17368	3074	2040
17369	14040	4328
17370	1084	13623
17371	7716	8815
17372	9754	9694
17373	15958	6124
17374	8085	236
17375	2778	5439
17376	1718	4769
17377	10560	12792
17378	13471	6057
17379	10071	9171
17380	15327	12785
17381	7811	15467
17382	14812	1721
17383	15174	15332
17384	5016	5016
17385	2490	2733
17386	1897	11400
17387	5413	13337
17388	12184	9712
17389	7043	7279
17390	244	10886
17391	15394	9941
17392	12657	10990
17393	14146	1194
17394	5710	643
17395	7110	11943
17396	7606	12968
17397	8139	11006
17398	2472	1981
17399	13212	5842
17400	12121	1307
17401	10512	9459
17402	11525	12720
17403	14549	13441
17404	12720	11481
17405	1608	2433
17406	7374	6623
17407	13442	799
17408	3119	15334
17409	9001	10201
17410	2998	11782
17411	13771	423
17412	706	16070
17413	86	1429
17414	12172	6942
17415	2569	10959
17416	9217	4177
17417	6276	7923
17418	15945	9120
17419	150	8989
17420	2989	2189
17421	3487	816
17422	11483	6333
17423	2898	9786
17424	6303	9046
17425	8453	3593
17426	5666	5032
17427	10873	15849
17428	8805	2741
17429	10737	14299
17430	12381	12381
17431	3715	12665
17432	6709	1768
17433	15693	4519
17434	8035	4696
17435	14779	10418
17436	7209	10978
17437	6843	11294
17438	1518	9765
17439	16070	7759
17440	11547	2065
17441	103	3646
17442	7180	15059
17443	13891	6027
17444	10362	14846
17445	8899	2065
17446	5524	1873
17447	11280	15059
17448	150	12960
17449	4462	8988
17450	1864	11228
17451	5566	5536
17452	11257	9571
17453	5129	5741
17454	4536	7566
17455	2397	2397
17456	5001	6637
17457	397	2804
17458	9294	11878
