xlinkID	connected_1	connected_2	connected_3	connected_4
14905	16032	5458	15635	14588
1066	1066	14812	6015	nan
8675	13170	6732	906	15839
7929	6577	14002	9556	11550
4791	8720	6665	13603	6430
8720	3593	1969	8453	4791
9934	4049	15370	3204	2197
9403	6920	4020	6094	13103
6920	6920	9403	7836	nan
7257	521	1681	15305	2389
11548	14018	11548	2174	nan
13126	5904	322	14948	12240
6394	3619	699	13198	13751
10898	6129	8011	6116	11489
6116	10898	9307	77	13714
13422	8610	15683	3238	10606
11067	15241	2171	11716	nan
11246	15368	8469	5581	11871
2536	12568	15931	12869	14678
4464	176	14457	624	1109
176	4464	7369	9219	15504
12957	4851	2804	397	3383
13490	10265	11362	5666	nan
9977	1104	1792	9800	13367
6761	6776	11883	716	14488
157	13594	14547	6836	10634
7097	2744	7154	1523	5210
1034	10608	2065	3737	2830
2830	1080	1034	15405	9626
14402	7968	13187	7212	nan
7968	9384	14402	5868	nan
6256	9803	10357	14677	nan
14677	6256	480	11693	1734
9930	4585	7353	4809	7374
9501	9376	97	2354	13027
97	14656	9501	3919	1151
6408	5737	9201	1685	15159
13558	13001	11692	10374	9615
9615	1321	894	5094	13558
7304	8465	7074	1420	7327
5292	16008	11449	15009	10301
16008	11139	5292	11157	nan
13002	3489	5851	11289	2593
14852	3724	2709	166	9478
166	12504	2016	13058	14852
4477	659	4477	8182	nan
11501	13616	10162	8724	nan
8785	10104	2086	5819	5934
5934	8785	11178	5934	nan
8288	6025	12786	9732	15108
14678	2536	6152	10339	4654
12786	8288	3764	13989	14100
13597	3600	6698	10339	10189
3471	9533	7038	3471	nan
10031	152	9706	2803	4396
152	11717	1179	15373	10031
1562	6354	12980	7183	nan
1767	4617	7859	11540	7191
403	9286	1826	8701	645
7879	2912	4828	15805	9788
2912	12980	7525	7879	nan
14656	11911	97	4370	1151
2292	2292	11693	4351	nan
11693	11517	4035	2292	14677
875	15674	1227	9644	nan
10720	9675	14316	7255	nan
14316	10720	6705	954	6339
14165	7808	10267	6069	12235
14210	1385	6762	3948	14918
6091	9408	5345	4693	8479
6774	14217	9794	8971	2987
11833	12248	15433	13800	712
13205	3115	13155	1388	7135
13155	13720	13205	1398	13254
3040	3040	13083	6855	nan
4416	12784	12908	3613	446
3946	3744	11873	4721	11289
14973	9528	6415	9316	13983
13983	1449	14973	9654	1799
15703	13912	1027	349	4230
4230	9485	879	13421	15703
3650	2128	9504	8718	3647
2842	8568	3153	8836	12918
8663	3808	11947	6988	12878
14874	11728	1902	15237	9286
16047	9376	2354	886	nan
886	2831	16047	nan	nan
5720	16097	11692	2086	6815
11692	5720	8473	6042	13558
12196	10514	4402	2067	4036
10889	15521	5870	4661	10774
4661	11728	10889	2220	7197
4408	15980	5564	837	12774
942	1176	13209	7482	13124
11723	1104	2803	9454	7191
12547	6361	10749	9863	nan
2225	10585	4866	12020	nan
8172	1217	10810	2852	nan
9008	7378	1222	14086	15855
7074	7304	9816	12904	13053
4366	14593	578	13124	nan
15067	12393	11850	9683	6855
11850	712	1387	15067	15325
5840	848	14922	7203	13924
14482	8347	1492	6117	1094
3176	3708	9788	11375	nan
14749	7960	13922	4325	16038
13922	9158	9715	14749	3011
12001	5545	8212	10076	919
5545	15312	12001	2579	5535
9815	14344	10937	8093	3800
10937	7103	5250	11523	9815
2812	15161	1140	2157	2305
9379	4921	6161	6374	3911
14922	5840	10843	6645	15726
10843	6809	14922	8190	nan
8636	4929	5203	3501	6711
6515	13994	15946	3270	4470
2183	4208	8154	5340	10234
8154	11528	13675	1179	2183
3462	784	370	13467	6965
13421	12584	14685	4230	6367
2463	16066	13708	1526	nan
9249	13069	1027	14109	4294
14109	9249	1134	1891	11078
6235	14025	7378	3197	5174
13892	5520	6393	1933	15967
15967	13892	8279	15967	nan
15752	1298	654	4862	1655
4857	14562	14507	477	15862
15862	4857	15155	7292	7193
2377	4401	8634	7966	6551
6551	2377	6551	nan	nan
10694	281	689	13500	2567
13500	545	12654	5885	10694
8915	13304	8258	4703	13871
2116	12746	9643	10925	11957
10925	12897	2116	895	13660
5827	2944	3298	3709	15311
6636	7146	13970	13869	12855
1785	8833	12834	4527	nan
4527	1785	13059	396	nan
5920	4672	6305	8122	1379
5080	12434	9741	4869	nan
12434	5080	6473	10938	9741
13131	13131	3806	3327	nan
1478	5857	14090	3963	4957
2424	11352	2521	10076	9893
7207	1227	14844	2763	2215
14844	2215	7107	4286	7207
9781	11881	11242	14436	7190
11242	4680	7424	13443	9781
15349	3672	4945	4261	14367
12047	302	15905	3672	2310
15905	8299	6036	6742	12047
6194	6440	6937	13634	12876
9038	424	4915	2962	14098
4534	14081	4534	15175	nan
7735	66	12790	7735	nan
10356	6049	10227	14949	591
591	13867	10356	3381	nan
12644	15064	377	15644	12637
4093	14264	1058	2376	14078
12449	18	10010	9583	nan
18	12449	15076	15468	14637
9392	3370	5107	14436	nan
10894	11854	7849	9540	2694
11840	8864	2013	8851	10949
15048	4680	14978	3811	1574
9741	5080	12434	10627	14972
4080	8072	1922	14098	640
14157	6441	1986	15313	11382
6441	10927	14157	13118	6807
1825	2184	13545	10618	4068
5409	8120	8585	9190	14641
10254	15618	11071	9237	1535
8634	2377	8634	6951	nan
10633	9912	7248	6788	10734
9912	10633	12266	8315	4068
634	15732	1020	6182	15911
15732	3337	634	300	6533
4793	12018	12683	4732	1726
10296	10755	1498	259	5382
259	10296	4360	13643	8772
1565	10169	7515	4844	9206
9206	12033	4138	1565	9074
15989	3369	16123	9413	8030
5871	6665	7604	8741	7558
5440	14240	3402	3052	9606
14240	5440	2382	9606	6758
10264	12157	4027	7099	nan
4027	10264	7156	13837	nan
207	2792	9257	10035	3168
2792	6281	5490	9374	207
10618	1825	10618	11674	nan
13740	15576	849	8649	4982
12317	6010	4253	5670	4519
6010	6082	13058	12317	8799
14069	7817	3003	5869	12321
10014	8510	4651	4052	12710
4269	514	8845	11238	12829
8845	11082	4269	8294	4871
8076	216	11209	12579	12228
13606	10168	11073	967	nan
1339	14585	6629	6933	11655
11446	15656	6697	3418	15086
6765	7521	3386	7677	10186
3386	3017	9802	6765	6094
15423	13648	8116	10412	14471
10412	3313	9261	1749	15423
9992	12967	13837	7422	6559
3283	6570	11770	6574	14040
15175	4534	7371	236	6182
14746	11490	15309	14746	nan
11490	3849	14746	4732	11238
1919	8388	12572	7404	10822
12572	11354	6629	13766	1919
10895	7272	12151	10895	nan
4271	3627	13524	12915	13511
13511	2111	1095	4271	nan
10591	14057	4101	4353	9807
4101	12819	13039	11869	10591
10385	6104	1680	13381	2871
6159	9746	1645	7781	9070
10130	10472	2685	4766	6919
13260	12233	4845	7758	8125
6182	634	300	5	15175
14391	7282	8140	5197	13223
6543	10880	900	13987	15276
10880	5153	3977	11716	6543
2976	369	4949	9909	2295
369	2976	9254	12726	5646
10100	9281	3025	2733	2559
13103	4344	8065	9403	nan
4344	7436	389	13103	nan
1685	6408	2465	8282	10023
9604	6697	9074	9604	nan
1182	3232	6714	556	6024
3232	424	15182	6165	1182
193	10377	2066	2508	7462
6776	6761	5922	9478	6327
15305	2048	7257	6734	5030
15257	8512	16108	12710	6095
16108	15257	5452	16108	nan
13539	1249	14307	2805	nan
13563	3600	10698	7564	14116
7564	3640	13563	10652	4891
3640	3728	10698	7564	4350
4654	4536	15993	6152	14678
7732	12848	10377	12138	5722
6277	1960	2490	7148	15143
6197	6176	5586	77	14471
12228	6044	5330	8076	12151
900	6543	14474	5382	5279
14474	900	1349	12022	799
4535	1873	6652	12348	12783
1762	7024	13180	12567	nan
13180	8163	1762	347	4435
5904	15162	2628	13126	nan
5651	12609	14362	1620	8815
11059	4656	1681	14634	14076
14634	4656	11059	11477	6286
15817	3976	9051	7213	14279
7213	15817	3051	7213	nan
7965	536	5236	12629	15286
4995	13611	9125	8701	16079
8066	6255	37	15978	4183
11987	5649	13419	12683	4900
7539	1482	2972	11029	13847
14630	8528	15955	13053	3198
10463	14688	2048	12157	2345
13367	3312	4057	9977	12784
3312	521	402	5567	13367
8568	9801	2842	3412	13353
9801	8568	9801	9727	nan
12994	776	7282	7803	5312
7803	12994	14427	9298	4351
3310	12672	9434	12219	11837
7212	15520	14402	1826	12095
1029	954	11885	1029	nan
954	7857	14316	2364	1029
7369	176	15193	516	14319
11473	12344	12577	4028	7038
12577	11473	11652	8133	15982
11921	15962	15342	13134	7927
13134	8496	11921	1109	6446
1695	11208	9515	14811	16078
7495	2803	3260	10446	11263
2803	11723	10031	10502	7495
7619	2153	11265	9890	3489
536	3661	612	7965	1542
612	536	5491	9262	15991
12518	4357	1335	63	13087
6335	10921	9898	15756	5210
2481	2481	9085	4294	nan
3015	2613	11180	7477	5038
894	12384	1321	4252	9615
12384	13320	6179	13102	894
15068	1096	13209	6476	2638
16089	481	10516	7861	7201
3057	15872	1705	8600	7830
10148	3976	1305	14701	12958
12958	4384	11755	10148	14901
10242	12784	9890	7491	8039
2750	682	11962	10475	12831
11962	9439	5102	2750	6495
8794	4816	8094	3868	3718
15234	11960	2403	4540	16117
11960	15234	731	14309	2478
5038	624	2268	8342	3015
6969	4716	5933	3070	nan
3948	15633	14210	12143	nan
15504	176	1581	5661	1222
3740	9332	7940	9047	3199
9332	15955	3740	15101	1342
84	9088	16078	8470	nan
10656	7038	6563	14302	3199
10218	8683	14100	10205	9055
5004	2498	5004	15431	nan
3643	10529	6538	3781	5534
13229	893	8203	6413	4071
1027	9249	2403	2364	15703
7086	1736	15786	15644	15064
9055	10218	9055	12767	nan
12767	306	3542	9055	nan
14039	2354	14039	nan	nan
2987	7424	3747	15574	6774
14400	920	8962	3197	11326
3202	14056	14562	8927	nan
6464	12788	7018	1460	10735
1460	6464	2684	2638	10735
8053	13529	2578	1963	903
903	11736	10926	8053	15734
11813	11813	6556	7861	nan
15433	712	11833	13550	nan
446	4416	2385	13507	7612
14937	14754	280	5650	nan
5650	14128	14937	1134	nan
12520	4226	5611	10414	7267
5766	4161	2572	15101	8470
5423	3658	2435	15005	7015
63	9185	14322	4721	12518
8843	467	12628	4646	nan
4646	8615	8843	6252	3967
12955	15226	5612	7989	6414
9066	8674	1485	3342	119
3342	14050	12865	9066	8674
5716	1552	2579	5716	nan
6795	6958	4563	13661	6542
10630	14052	2403	7964	11078
873	12096	14562	11323	4461
3905	6505	10731	8981	nan
10731	3905	13660	11406	nan
9471	11808	10320	12591	nan
1379	2952	9744	5920	14084
2952	4672	15482	1379	14591
13736	7482	13443	2684	6023
13443	13736	7424	11242	11668
712	15433	11850	1302	11833
2250	14344	2380	1918	12628
2380	2250	4197	8846	12654
12722	2960	9932	4957	11382
11382	1920	12722	3797	14157
7126	7960	4514	100	13334
4302	2864	4	12589	9703
9703	14896	281	4302	1535
1485	10992	1746	4197	9066
4197	9304	2380	1485	8830
9304	12865	10076	4197	14782
44	7706	1531	15326	8082
3845	8488	2435	9237	14301
2520	7160	3337	874	11500
11500	2520	9985	12608	3083
10010	12449	8826	4603	nan
8826	6889	10010	9027	3541
9153	13651	6683	3413	4558
1736	14013	14085	7086	12839
13226	12248	13449	1096	3270
2711	14987	1996	2711	nan
8045	649	15929	4313	7071
649	5962	490	1844	8045
6161	3514	15714	9379	11957
4069	2913	14946	14013	nan
14494	14494	nan	nan	nan
14013	1736	15265	4069	14734
9556	8048	7929	7749	4725
14367	11635	10627	15349	11398
10806	10806	12585	10926	nan
12585	7262	2531	5806	10806
9874	5753	14131	14150	9447
13052	3841	3817	10246	7855
4824	10641	11697	9004	10246
9255	6570	13545	4274	9422
12483	4530	12483	14517	nan
11022	986	3052	7765	11374
4957	232	14193	12722	1478
12584	8846	2252	13421	3358
8315	9912	8866	11276	94
8866	8315	1020	5869	13206
3520	10701	1793	8930	4605
11088	11088	2644	4094	nan
11734	2296	11209	7282	13987
11209	7368	8875	8076	11734
9214	1200	13144	9108	1015
10926	3624	11108	10806	903
4138	15656	2123	9206	8864
13519	4980	13519	nan	nan
8731	10920	13624	12888	13413
12696	6962	3428	14422	15126
12626	2370	6962	10485	3479
11674	6861	10618	10228	16125
16125	15576	11674	16125	nan
11687	11687	nan	nan	nan
13608	6508	10325	2165	10484
15138	13394	9517	8388	5949
5949	11064	15138	5949	nan
3450	3450	1322	15210	nan
1881	8321	7357	13861	847
13624	13624	9473	8731	nan
11701	2175	14607	nan	nan
3230	9842	6314	15877	9582
9582	6962	11844	3230	8551
1680	1680	10385	11740	nan
6640	1729	15196	9301	12790
2296	15144	1058	11734	1814
11957	6161	12746	4476	2116
13643	13967	259	2108	13887
5268	10168	8578	2933	11926
4825	8153	8930	5131	4566
2306	1656	10027	11268	10349
4732	4793	11490	4732	nan
7190	10504	899	9781	1551
12552	12552	14885	1527	nan
3893	1442	6644	8446	nan
3531	6104	5753	3531	nan
12819	10372	4101	13374	8295
2134	13725	2134	6655	nan
13725	9864	14381	2134	13326
2807	856	13305	1058	1821
1058	2296	4093	10456	2807
4340	13298	4756	5237	4862
3548	2560	14585	258	10179
9027	8826	15115	14196	4199
9236	6912	2748	6629	2150
6629	13738	1339	9236	12572
12581	15788	10845	1567	nan
15788	1546	12581	2943	10831
9201	6408	16113	1482	6835
6835	1960	9201	4900	4902
13677	128	1749	8710	9135
4020	8116	9403	8756	7436
8756	8564	4578	2508	4020
11918	3304	4049	1045	14271
15458	14144	331	15587	4655
7986	7986	14098	15988	nan
1160	2897	13058	4651	9012
2897	1160	9531	15182	15832
12337	1130	331	9318	nan
814	9152	9929	11803	6533
4244	9844	3324	3829	9813
216	14615	8076	13750	6447
6447	216	5834	11266	6598
2263	5633	1772	9087	nan
9087	2027	3703	11422	2263
12033	10920	15069	9206	10455
14964	4107	2027	5717	nan
2027	10708	14964	15711	9087
7436	9656	3755	4020	4344
6783	9520	8252	11661	567
9520	11824	340	7716	6783
11848	12609	5490	3379	14682
11091	4224	5615	4503	8799
8799	5050	6010	11091	1620
5670	2245	14682	4363	12317
10325	9254	13608	4538	9510
4538	12649	1234	3844	10325
14096	6508	13600	5003	2244
11949	4577	8355	12281	13575
4577	13825	5925	11949	12439
2880	2880	9809	9164	nan
13620	13121	12567	6967	5559
5559	2932	13620	2037	2150
1617	5034	3593	13738	13196
9656	549	4891	7436	13957
9035	12258	9035	3966	nan
12609	11848	5651	12148	1045
9507	8510	4966	9374	13198
6284	10472	15122	5477	1159
12765	4088	1267	7528	206
15725	4977	5586	13796	7716
5586	10553	6197	15725	4550
1606	4832	4810	1080	5544
16025	16025	9812	1095	nan
9812	2196	16025	15114	7404
516	7369	6851	11180	2367
6851	4394	8707	516	3670
8342	8233	9314	6652	5038
1610	6345	266	9819	9949
9819	15472	1610	2211	4007
12018	4793	8282	8046	5831
6698	3728	9916	13597	1398
15991	1265	612	15253	13398
7797	4674	9044	15565	15286
8824	4641	10675	9900	6246
4641	8824	8174	11558	4631
14648	14648	12059	4744	nan
12059	14648	705	8244	7525
4253	12481	8954	12317	6327
2709	7154	14954	4035	14852
16079	720	15641	4995	3939
13611	7528	3939	4995	2950
7528	13089	13611	12765	9071
11637	7456	1347	6413	5551
906	9705	3642	8675	15342
11570	10514	7932	2550	14399
6651	2072	8801	9314	13924
306	1259	13933	15982	12767
2605	3296	1002	4229	13744
3260	4384	12427	10952	7495
7940	5597	2689	3740	7137
1045	12609	451	4021	11918
4021	3130	10372	1045	9574
11517	10690	458	9773	11693
1449	15944	1633	5270	13983
1633	11857	1449	10498	9621
9125	6129	4995	15700	nan
2157	11193	2812	3919	5503
12348	1080	6177	15558	4535
14457	4464	13033	15445	11837
1910	7321	9308	8198	3679
9308	14217	9118	821	1910
15373	152	11388	8052	15461
10652	4208	7564	5941	718
12131	2387	1612	16038	nan
7241	12056	1552	7494	7559
7559	7241	15202	1094	nan
5695	13193	14666	5695	nan
1828	1828	nan	nan	nan
11720	14066	14817	11034	349
349	11720	8767	15703	nan
9727	9801	3939	7899	6495
3939	16079	13611	6495	9727
14685	13421	3718	3237	nan
10483	5370	6339	7453	11534
5370	14696	10505	10483	16035
9034	9034	5660	5493	nan
14668	11443	124	197	4334
124	12152	4588	14668	nan
7100	12848	11388	3728	4015
4015	8052	6928	7100	7863
2412	14929	4028	6455	nan
4028	11473	2412	10494	nan
4396	3115	13268	10031	7863
13268	11314	3147	4396	2332
12064	6556	299	964	16118
964	12064	8868	8198	7679
16124	11208	8465	8013	7215
677	10298	11499	8556	2468
14362	5651	6789	2862	8039
10187	4384	3897	11617	nan
4384	10187	3260	12958	nan
7760	11129	9098	10038	5567
6635	3225	5194	4540	12780
3225	15730	6635	8244	14087
8724	4744	5803	11501	nan
2874	13432	978	8060	1366
13432	8600	13201	2874	3111
123	1352	3618	2595	10999
10999	665	14777	6346	123
10973	4880	12594	59	16035
12783	14152	12439	4405	4535
907	907	1036	14933	nan
15194	15520	11050	4412	5990
11154	14512	15227	5976	12622
12622	10513	11154	9013	11295
304	5890	2578	2531	5541
13029	2498	10730	13158	4623
5442	7796	5917	nan	nan
5917	14344	14945	5442	8614
7103	15312	15880	10937	7263
15312	1623	5545	12878	7103
6654	2945	6739	13871	3335
6339	13001	10483	14316	4294
5663	5825	15515	6148	11213
6148	6148	14990	5663	nan
8435	7193	3197	10227	12517
3242	10792	4161	1520	4023
11208	2584	3591	16124	1695
15955	2402	9332	11126	14630
2402	15345	2907	15955	12869
7491	3545	9658	10242	4524
9658	4002	9658	7491	nan
5114	13386	11044	239	nan
13386	5114	8859	13386	nan
15202	7559	8429	3734	10967
10735	6464	4530	1460	13743
2579	3064	5545	5716	1623
1623	15312	2579	14301	7263
7771	8752	4297	3228	4815
12897	4048	5682	10925	758
6903	8808	8865	4260	1992
8808	14551	15675	9549	6903
13255	10987	8223	934	10063
4558	9153	6596	1933	14863
4151	6782	3571	15525	11478
11008	10648	10105	7193	14568
9744	801	1379	13124	2717
10154	7480	12817	6476	6799
13124	9744	942	15860	4366
7087	3611	9834	13731	4317
13193	9176	14618	4493	5695
15860	12505	370	684	13124
1861	11296	13817	13613	7549
11296	11097	1861	6894	1183
541	13905	4619	493	2974
3578	14081	7754	6675	5250
4816	4816	8794	7248	nan
10810	2913	7267	14900	8172
5626	2993	7260	4261	11799
679	7321	4924	10548	7201
2069	2138	8885	3806	15239
15239	8457	9370	2069	3722
15574	2987	6167	3501	10743
2894	9538	899	12101	11311
6807	2625	6441	11844	8685
281	4017	10332	10694	9703
10332	281	11417	15618	6385
3942	5802	13995	2228	10427
4357	2385	11356	12518	7703
7608	13995	16044	9734	nan
9734	7608	4489	9734	nan
2252	12584	2137	3075	4012
2864	15648	5454	4302	nan
15648	2864	12233	8280	15988
6367	12945	1451	13421	7790
12528	2736	6664	10288	11565
2736	12528	1900	2736	nan
13328	6087	15069	302	6759
9357	13857	10170	2459	11398
11398	5033	8403	9357	14367
8439	9497	12355	7917	14534
9497	13944	7216	9653	8439
493	3473	541	6837	4031
9210	12505	12573	14534	2567
2567	5809	9210	10694	10759
15988	15648	7986	3363	14589
12336	1953	14754	4012	5319
11018	7160	11018	4068	nan
4068	9912	1825	11018	4314
5869	8866	1837	14069	8918
9367	11568	2500	998	5935
11568	1175	13266	2110	9367
7119	811	13543	3351	nan
3351	12952	11891	9029	7119
14606	15208	7441	7858	4327
8211	13986	6755	14434	13390
9864	15761	10627	13725	8206
14662	2920	4089	15106	819
3966	14057	9035	3557	2310
14057	8851	14636	3966	10591
6076	9784	6076	1983	nan
15631	6952	10427	10270	15623
10228	11674	8252	12237	14047
14047	10228	5189	8118	2255
5968	6696	11009	8760	11084
500	294	9929	1651	1801
9929	7160	500	15005	814
2705	15618	1411	8175	6951
11854	9218	6044	10894	nan
15841	3970	15196	901	11319
3970	7616	15841	4652	1149
2581	15419	2586	12099	8894
12099	13144	11267	2581	8151
8894	15921	14689	15412	2581
13997	7536	618	6036	2191
618	6742	2459	13997	12894
13901	16016	12721	4755	12982
4755	2848	1106	13901	5872
2483	4032	9280	13108	2456
4085	2489	2274	8764	4877
2489	7944	5899	4085	11374
16094	7993	2138	8030	7023
7023	4315	3043	3428	16094
10387	1220	860	2871	nan
5900	6688	15799	998	2255
12361	12993	13931	422	8543
422	12361	6348	10997	nan
3719	496	4521	3658	nan
496	496	730	3719	nan
11098	5897	7754	8150	8546
3672	1870	15349	9870	12047
9870	3672	7040	4404	8885
4275	5939	15069	12215	nan
11191	451	13381	14607	nan
8206	9864	13019	2013	1870
3168	207	556	567	6559
424	3232	4779	9038	1527
2728	12611	10196	4582	nan
10196	2728	11264	6450	15797
4966	9096	9507	11390	14272
2150	6177	13738	9236	5559
10956	13184	13297	5192	14590
460	2459	460	693	nan
8116	546	4020	4533	15423
6970	13144	10058	1075	4164
3418	6577	13394	1546	11446
12717	6525	13413	1005	9807
9807	10954	3379	12717	10591
14636	14057	15370	3533	4353
15827	2089	15308	6165	11009
15966	7470	12580	15966	nan
6350	1223	13621	3527	15815
12951	4233	11716	10421	nan
10421	12388	12915	2748	12951
15405	15572	6508	2830	12151
3350	11354	5836	13797	11340
4902	11267	9195	2196	6835
2196	6276	4902	9812	nan
13530	986	12364	12157	nan
7462	193	1265	7502	nan
7502	11866	11388	7462	nan
12611	5304	11882	11757	2728
15755	8976	13306	8795	2680
15576	16125	9419	13740	14589
15107	14016	7628	15797	12726
12726	8744	369	9226	15107
4552	480	3829	7668	10501
4402	8768	8496	12196	5549
89	7536	1280	1514	2909
2909	8224	89	5679	1065
14018	1312	12986	12132	11548
12986	14018	9092	13398	12191
11441	3801	13465	3140	4709
12743	11528	1394	7437	nan
11528	3976	8154	3051	12743
7863	4986	4396	10252	4015
4977	13581	699	11988	15725
9298	1043	5485	9813	7803
5247	5139	3903	6895	8407
5139	3736	5815	10159	5247
4435	14368	13180	8229	798
8229	9803	4435	10357	6950
13031	2881	7683	13196	nan
2881	6351	11676	13031	nan
6094	202	3386	9403	8673
8817	8817	2338	5286	nan
15286	7797	4674	9347	7965
4562	5289	2619	8836	4407
7899	4400	7594	9006	9727
9006	15641	7899	7814	nan
4703	9056	13353	7130	8915
4701	9524	11395	13612	13182
9371	15945	9371	607	nan
13121	14224	14368	8978	13620
6042	11418	15243	11692	2610
2171	13297	11067	7804	7631
8355	12376	2405	7029	11949
1567	9104	8937	12581	13957
13724	6098	7566	11164	15342
8052	4015	15373	7662	12975
12081	1137	5340	11750	13231
3728	3640	6698	9800	7100
11025	9816	2972	7135	nan
2972	11025	7539	2100	1438
13231	12081	8857	10051	3804
2066	10954	193	11738	5533
11738	12312	6370	2066	14094
5101	3763	2381	3917	14575
8531	6739	10654	6988	2494
6705	11034	14316	10063	nan
11034	11720	6705	7814	nan
6508	13608	14096	15405	9678
9678	6508	11133	9678	nan
8086	8105	14778	10980	12605
588	13933	12869	2981	7327
3383	12957	15253	8351	nan
8351	9490	9397	3383	nan
1305	7009	4524	15820	10148
8194	7969	11	7837	nan
7969	8194	12148	870	nan
8039	2593	10242	14362	2862
9654	6354	13399	13983	nan
12200	505	6949	5013	5615
9788	3975	3176	11244	7879
11244	807	9788	4293	3415
6495	12544	11962	3939	9727
3542	2601	9839	1222	12767
15342	11921	5178	13724	906
5178	15962	11164	13797	15342
1129	12096	821	4997	8303
4997	1129	14293	14766	5943
3760	3760	931	6631	nan
15525	625	3706	7852	4151
625	642	8962	15525	3895
8272	14825	8545	7050	4005
12257	12344	10548	10516	1494
506	506	6563	7556	nan
5054	13800	1214	5639	nan
6126	7636	10469	4262	2486
7636	9026	13299	5125	6126
354	7400	11866	9347	15317
3734	1552	15202	10940	14782
1552	7241	898	5716	3734
1799	841	1764	934	13983
934	13255	2101	11310	1799
1886	13380	1886	3335	nan
12068	7355	12068	8263	nan
15674	1123	875	15675	4563
1222	9008	15504	3542	15583
6950	10976	14556	11340	8229
15431	11617	8857	13675	5004
11617	10187	5639	12606	15431
13744	6616	2605	13744	nan
15478	689	2979	5809	12926
7009	15177	1305	14714	7887
6884	13888	14188	13502	6158
14188	6252	100	15152	6884
2718	12953	77	7149	6734
7796	8113	5442	4617	5246
13083	3040	10967	8759	7887
7887	5808	7009	13083	4617
13393	10392	5286	12918	1343
12918	3153	13393	2842	3724
8865	8786	15484	6903	nan
3979	13616	7209	15147	4293
7292	7372	573	15862	nan
7372	3161	7292	775	nan
2067	9048	12196	15919	nan
14286	5144	7433	1962	11416
8836	9073	2842	4562	5270
891	12248	7482	6563	510
9533	15993	1420	3581	3471
10446	1041	7191	13073	7495
7856	10765	2492	3749	nan
2492	7856	12056	5319	nan
12519	9690	15371	10204	9546
5319	12336	2492	1183	nan
5682	12897	15254	7071	nan
1526	2463	14128	7390	11927
13867	1933	591	nan	nan
3868	2112	8794	13583	nan
13583	3868	13583	nan	nan
11416	4918	1875	12828	14286
8352	8352	15155	1943	nan
15155	8352	2059	6724	15862
10706	12378	4199	nan	nan
5714	12842	11494	14692	6614
12842	5808	5714	12802	4325
6476	10154	4619	15068	11494
11494	2145	15906	6476	5714
14754	12336	14937	6259	2957
377	8472	7907	12644	nan
15786	12221	7086	nan	nan
5203	13986	8636	1892	11258
15761	9864	5033	7276	2599
7276	7288	15761	1111	12607
4589	12593	14219	3118	nan
14219	12593	10929	4589	nan
14517	6985	12483	14517	nan
12393	15067	12788	127	nan
1920	7421	15821	11382	nan
14845	8024	13817	9338	3748
14050	11744	9690	3342	6263
7293	15714	8124	6542	4815
13912	5161	12724	14037	15703
12724	13912	9204	10462	9103
3972	9017	10587	14196	4566
5926	12132	8658	13108	15887
4672	5920	14833	2952	9825
14833	4672	232	15877	6045
6087	13328	8122	14090	693
15325	11850	15325	13646	nan
2638	1432	1460	1387	15068
4807	4184	15345	3995	4229
15356	6512	9003	11424	nan
6512	4017	4812	15356	nan
4756	9985	4340	7254	12903
1801	11434	7075	500	15623
11967	888	396	14900	nan
14900	10810	11967	nan	nan
8723	4849	9972	3341	12166
825	11752	9363	3563	8943
9363	825	3098	7572	nan
10455	12033	6577	10455	nan
11635	4945	5857	11779	14367
6023	15408	3356	15232	13736
4897	552	11179	1316	7262
1316	10817	4897	16116	16086
3797	8122	14090	11382	8655
13085	15906	3675	1535	nan
15906	13338	13085	11494	nan
5299	12175	5514	4388	1871
1871	14272	721	5299	849
6309	11410	14742	5526	nan
9079	3771	11189	11566	9103
11189	15017	3843	11932	9079
34	7817	6442	11803	7075
15797	15107	7962	2819	10196
2819	2517	5929	7371	15797
4120	1744	15907	1949	11895
1949	4120	3122	6991	1992
11044	5114	7494	5751	nan
13905	6696	541	4395	9061
3428	12696	4200	13326	7023
3313	8651	10412	13381	4415
13381	4968	3313	10385	11191
2604	8585	2962	3052	nan
8543	12361	11826	8195	3775
3775	11809	10861	15199	8543
4652	201	3970	4572	13174
8385	10000	1971	920	nan
13378	2848	14161	2321	nan
14161	13378	15086	nan	nan
2013	11840	1969	4164	8206
6889	14208	8826	15106	3541
9204	12724	10069	6390	15013
15844	6258	3701	7005	8085
13026	7628	13060	7375	nan
13060	10576	13026	12772	13750
1185	14849	16076	6725	5382
2222	7885	6623	14957	13559
7849	3337	979	6011	10894
979	13840	7849	7776	1793
8511	3849	10110	8511	nan
9309	497	13524	9309	nan
3983	12256	373	3983	nan
15508	15309	8114	3621	7053
8114	5960	5449	15508	nan
3454	6440	9995	15005	1503
6176	12557	15308	6197	4631
3372	5304	3689	9354	6861
10826	9738	14415	14903	nan
14903	10826	67	13621	14415
15122	11472	12874	6284	11770
8981	3905	2365	8981	nan
202	816	11235	3661	6094
13869	15309	10004	6636	11565
7644	2984	4842	12915	1095
1095	3849	16025	7644	13511
10004	12378	1900	13869	8678
10698	3640	3480	13563	3661
9262	10298	612	2317	12142
13326	2459	3428	15069	13725
5189	2089	12893	3117	14047
8649	10035	13740	15182	nan
7156	9752	4027	7540	2743
986	13530	11022	6271	nan
6271	7758	986	14996	6758
5925	4577	5372	10243	9988
10110	4067	8511	5103	nan
